Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019218165.1	18057	23214		minus	uncharacterized LOC111338792	LOC111338792	111338792	lncRNA	XR_002695614.1			
NW_019218165.1	25228	36261		minus	sterile alpha motif domain-containing protein 9-like	LOC111338796	111338796	protein-coding	XM_022945324.1	Spis_XP_022801059_1	1363	
NW_019218165.1	39068	42048		minus	ribulose-phosphate 3-epimerase, cytoplasmic isoform-like	LOC111338793	111338793	protein-coding	XM_022945321.1	Spis_XP_022801056_1	84	
NW_019218165.1	45864	62948		minus	uncharacterized protein LOC111338800	LOC111338800	111338800	protein-coding	XM_022945330.1	Spis_XP_022801065_1	1877	
NW_019218165.1	63005	66150		plus	schlafen-like protein 1	LOC111338802	111338802	protein-coding	XM_022945332.1	Spis_XP_022801067_1	240	
NW_019218165.1	75891	80096		minus	substance-K receptor-like	LOC111338771	111338771	protein-coding	XM_022945297.1	Spis_XP_022801032_1	330	
NW_019218165.1	82435	88507		minus	tubulin beta chain-like	LOC111338769	111338769	protein-coding	XM_022945295.1	Spis_XP_022801030_1	443	
NW_019218165.1	83839	83910		minus	tRNA-Arg	Trnar-ccg	111338804	tRNA				
NW_019218165.1	88335	101397		minus	corepressor interacting with RBPJ 1-like	LOC111338770	111338770	protein-coding	XM_022945296.1	Spis_XP_022801031_1	402	
NW_019218165.1	101489	105791		plus	uncharacterized protein LOC111338777 isoform X1	LOC111338777	111338777	protein-coding	XM_022945302.1	Spis_XP_022801037_1	365	
NW_019218165.1	105867	117609		minus	protein lifeguard 2-like	LOC111338778	111338778	protein-coding	XM_022945304.1	Spis_XP_022801039_1	341	
NW_019218165.1	133685	136655		plus	uncharacterized protein LOC111338797	LOC111338797	111338797	protein-coding	XM_022945325.1	Spis_XP_022801060_1	178	
NW_019218165.1	160307	163562		plus	uncharacterized protein LOC111338798 isoform X1	LOC111338798	111338798	protein-coding	XM_022945327.1	Spis_XP_022801062_1	182	
NW_019218165.1	173761	176686		plus	uncharacterized protein LOC111338799	LOC111338799	111338799	protein-coding	XM_022945329.1	Spis_XP_022801064_1	193	
NW_019218165.1	180928	183784		minus	uncharacterized protein LOC111338789	LOC111338789	111338789	protein-coding	XM_022945318.1	Spis_XP_022801053_1	187	
NW_019218165.1	185927	195497		minus	uncharacterized protein LOC111338782 isoform X1	LOC111338782	111338782	protein-coding	XM_022945309.1	Spis_XP_022801044_1	351	
NW_019218165.1	199091	211538		plus	poly(A) RNA polymerase, mitochondrial-like isoform X1	LOC111338783	111338783	protein-coding	XM_022945311.1	Spis_XP_022801046_1	784	
NW_019218165.1	214362	216299		minus	kelch-like protein 18	LOC111338803	111338803	protein-coding	XM_022945333.1	Spis_XP_022801068_1	569	
NW_019218165.1	218667	223797		minus	uncharacterized protein LOC111338781	LOC111338781	111338781	protein-coding	XM_022945308.1	Spis_XP_022801043_1	104	
NW_019218165.1	223924	225619		plus	factor VIII intron 22 protein-like	LOC111338779	111338779	protein-coding	XM_022945306.1	Spis_XP_022801041_1	313	
NW_019218165.1	226131	230477		minus	prostaglandin E synthase 3-like	LOC111338780	111338780	protein-coding	XM_022945307.1	Spis_XP_022801042_1	166	
NW_019218165.1	230569	248964		plus	selenoprotein O-like	LOC111338795	111338795	protein-coding	XM_022945323.1	Spis_XP_022801058_1	681	
NW_019218165.1	249574	251594		minus	costars family protein ABRACL-like	LOC111338791	111338791	protein-coding	XM_022945320.1	Spis_XP_022801055_1	83	
NW_019218165.1	251678	255752		plus	transmembrane and ubiquitin-like domain-containing protein 2	LOC111338790	111338790	protein-coding	XM_022945319.1	Spis_XP_022801054_1	277	
NW_019218165.1	256029	257760		plus	major facilitator superfamily domain-containing protein 6-like	LOC111338773	111338773	protein-coding	XM_022945299.1	Spis_XP_022801034_1	550	
NW_019218165.1	264137	264583		plus	39S ribosomal protein L32, mitochondrial-like	LOC111338774	111338774	protein-coding	XM_022945300.1	Spis_XP_022801035_1	148	
NW_019218165.1	266711	276652		plus	zinc transporter 2-like	LOC111338784	111338784	protein-coding	XM_022945313.1	Spis_XP_022801048_1	411	
NW_019218165.1	280148	292791		plus	DExH-box ATP-dependent RNA helicase DExH1-like	LOC111338787	111338787	protein-coding	XM_022945315.1	Spis_XP_022801050_1	488	
NW_019218165.1	284992	288809		minus	melanocyte-stimulating hormone receptor-like	LOC111338788	111338788	protein-coding	XM_022945316.1	Spis_XP_022801051_1	362	
NW_019218165.1	292974	306206		plus	serine/threonine-protein kinase DCLK2-like	LOC111338786	111338786	protein-coding	XM_022945314.1	Spis_XP_022801049_1	777	
NW_019218165.1	308932	311627		minus	polycystic kidney disease protein 1-like 2	LOC111338775	111338775	protein-coding	XM_022945301.1	Spis_XP_022801036_1	566	
NW_019218166.1	35105	45775		plus	uncharacterized gene	LOC111338807	111338807	pseudogene				
NW_019218166.1	50289	68319		minus	fibroblast growth factor 1-like isoform X1	LOC111338817	111338817	protein-coding	XM_022945351.1	Spis_XP_022801086_1	218	
NW_019218166.1	72813	89759		minus	neuronal acetylcholine receptor subunit beta-3-like isoform X1	LOC111338816	111338816	protein-coding	XM_022945347.1	Spis_XP_022801082_1	489	
NW_019218166.1	96748	104711		minus	protein YIPF6-like	LOC111338822	111338822	protein-coding	XM_022945361.1	Spis_XP_022801096_1	217	
NW_019218166.1	97829	99972		plus	coadhesin-like	LOC111338821	111338821	protein-coding	XM_022945360.1	Spis_XP_022801095_1	285	
NW_019218166.1	107622	128054		minus	transcriptional regulator ATRX-like isoform X1	LOC111338814	111338814	protein-coding	XM_022945343.1	Spis_XP_022801078_1	1844	
NW_019218166.1	128786	140445		minus	uncharacterized protein LOC111338808	LOC111338808	111338808	protein-coding	XM_022945338.1	Spis_XP_022801073_1	538	
NW_019218166.1	143355	152192		minus	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	LOC111338815	111338815	protein-coding	XM_022945346.1	Spis_XP_022801081_1	468	
NW_019218166.1	155130	160819		plus	uncharacterized protein LOC111338809	LOC111338809	111338809	protein-coding	XM_022945339.1	Spis_XP_022801074_1	1706	
NW_019218166.1	160948	166912		plus	uncharacterized protein LOC111338805 isoform X1	LOC111338805	111338805	protein-coding	XM_022945335.1	Spis_XP_022801070_1	456	
NW_019218166.1	186576	188485		plus	uncharacterized protein LOC111338820	LOC111338820	111338820	protein-coding	XM_022945359.1	Spis_XP_022801094_1	165	
NW_019218166.1	190185	206072		minus	maternal embryonic leucine zipper kinase-like	LOC111338810	111338810	protein-coding	XM_022945340.1	Spis_XP_022801075_1	634	
NW_019218166.1	210135	213184		minus	uncharacterized protein LOC111338823	LOC111338823	111338823	protein-coding	XM_022945362.1	Spis_XP_022801097_1	157	
NW_019218166.1	218167	222097		plus	delta-type opioid receptor-like	LOC111338824	111338824	protein-coding	XM_022945364.1	Spis_XP_022801099_1	379	
NW_019218166.1	224303	227871		minus	leucine-rich repeat-containing protein 1-like	LOC111338825	111338825	protein-coding	XM_022945365.1	Spis_XP_022801100_1	495	
NW_019218166.1	229961	241287		minus	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like	LOC111338812	111338812	protein-coding	XM_022945341.1	Spis_XP_022801076_1	808	
NW_019218166.1	253020	264860		plus	uncharacterized protein LOC111338813	LOC111338813	111338813	protein-coding	XM_022945342.1	Spis_XP_022801077_1	845	
NW_019218166.1	264871	268856		minus	fibroblast growth factor 16-like	LOC111338806	111338806	protein-coding	XM_022945337.1	Spis_XP_022801072_1	233	
NW_019218166.1	275390	299959		minus	von Willebrand factor D and EGF domain-containing protein-like	LOC111338819	111338819	protein-coding	XM_022945357.1	Spis_XP_022801092_1	1089	
NW_019218167.1	12982	13956		plus	trace amine-associated receptor 7c-like	LOC111338846	111338846	protein-coding	XM_022945385.1	Spis_XP_022801120_1	324	
NW_019218167.1	15281	33774		minus	sodium/hydrogen exchanger 9-like isoform X1	LOC111338838	111338838	protein-coding	XM_022945374.1	Spis_XP_022801109_1	652	
NW_019218167.1	35238	42759		minus	nuclear receptor subfamily 2 group E member 1-like	LOC111338855	111338855	protein-coding	XM_022945397.1	Spis_XP_022801132_1	429	
NW_019218167.1	55359	60164		minus	membrane magnesium transporter 1-like	LOC111338850	111338850	protein-coding	XM_022945392.1	Spis_XP_022801127_1	123	
NW_019218167.1	60236	64060		plus	transmembrane protein 254-like isoform X1	LOC111338851	111338851	protein-coding	XM_022945393.1	Spis_XP_022801128_1	141	
NW_019218167.1	65765	79187		minus	uncharacterized protein LOC111338831	LOC111338831	111338831	protein-coding	XM_022945368.1	Spis_XP_022801103_1	236	
NW_019218167.1	80497	85006		plus	uncharacterized protein LOC111338858	LOC111338858	111338858	protein-coding	XM_022945401.1	Spis_XP_022801136_1	175	
NW_019218167.1	86765	93711		plus	uncharacterized protein LOC111338856 isoform X1	LOC111338856	111338856	protein-coding	XM_022945398.1	Spis_XP_022801133_1	182	
NW_019218167.1	97750	99877		minus	uncharacterized LOC111338830	LOC111338830	111338830	lncRNA	XR_002695618.1			
NW_019218167.1	102532	105672		plus	uncharacterized LOC111338826	LOC111338826	111338826	lncRNA	XR_002695616.1			
NW_019218167.1	106974	112271		plus	uncharacterized protein LOC111338857	LOC111338857	111338857	protein-coding	XM_022945400.1	Spis_XP_022801135_1	149	
NW_019218167.1	121737	125062		plus	protein NLRC3-like	LOC111338852	111338852	protein-coding	XM_022945395.1	Spis_XP_022801130_1	900	
NW_019218167.1	130693	134163		plus	uncharacterized LOC111338829	LOC111338829	111338829	lncRNA	XR_002695617.1			
NW_019218167.1	138401	141185		plus	uncharacterized gene	LOC111338828	111338828	pseudogene				
NW_019218167.1	146270	149703		plus	uncharacterized protein LOC111338848	LOC111338848	111338848	protein-coding	XM_022945389.1	Spis_XP_022801124_1	166	
NW_019218167.1	150638	156240		plus	tctex1 domain-containing protein 2-like	LOC111338842	111338842	protein-coding	XM_022945381.1	Spis_XP_022801116_1	86	
NW_019218167.1	161952	165209		minus	uncharacterized LOC111338843, transcript variant X2	LOC111338843	111338843	lncRNA	XR_002695620.1			
NW_019218167.1	166291	192073		plus	complement C1q subcomponent subunit A-like isoform X1	LOC111338841	111338841	protein-coding	XM_022945379.1	Spis_XP_022801114_1	429	
NW_019218167.1	195540	205688		plus	uncharacterized protein LOC111338840	LOC111338840	111338840	protein-coding	XM_022945378.1	Spis_XP_022801113_1	285	
NW_019218167.1	212897	218477		plus	BTB/POZ domain-containing protein KCTD7-like isoform X1	LOC111338844	111338844	protein-coding	XM_022945382.1	Spis_XP_022801117_1	287	
NW_019218167.1	220311	224063		plus	BTB/POZ domain-containing protein KCTD5-like isoform X1	LOC111338849	111338849	protein-coding	XM_022945390.1	Spis_XP_022801125_1	272	
NW_019218167.1	228879	234771		minus	uncharacterized protein LOC111338837	LOC111338837	111338837	protein-coding	XM_022945373.1	Spis_XP_022801108_1	222	
NW_019218167.1	237302	240918		minus	octopamine receptor 1-like	LOC111338835	111338835	protein-coding	XM_022945372.1	Spis_XP_022801107_1	388	
NW_019218167.1	243471	259910		minus	alpha-1,2-mannosyltransferase ALG9-like	LOC111338847	111338847	protein-coding	XM_022945386.1	Spis_XP_022801121_1	440	
NW_019218167.1	260053	261073		plus	ankyrin repeat domain-containing protein 40-like	LOC111338853	111338853	protein-coding	XM_022945396.1	Spis_XP_022801131_1	247	
NW_019218167.1	263036	263810		minus	gamma-glutamylcyclotransferase-like	LOC111338839	111338839	protein-coding	XM_022945376.1	Spis_XP_022801111_1	152	
NW_019218167.1	264964	274656		minus	NACHT, LRR and PYD domains-containing protein 12-like	LOC111338832	111338832	protein-coding	XM_022945369.1	Spis_XP_022801104_1	1018	
NW_019218167.1	281347	295540		minus	NACHT, LRR and PYD domains-containing protein 12-like	LOC111338833	111338833	protein-coding	XM_022945370.1	Spis_XP_022801105_1	1014	
NW_019218167.1	291291	292911		plus	uncharacterized LOC111338834	LOC111338834	111338834	lncRNA	XR_002695619.1			
NW_019218168.1	4943	10051		plus	ubiquitin-like protein 4A	LOC111338875	111338875	protein-coding	XM_022945423.1	Spis_XP_022801158_1	141	
NW_019218168.1	15022	31416		plus	nuclear transcription factor Y subunit beta-like	LOC111338872	111338872	protein-coding	XM_022945418.1	Spis_XP_022801153_1	319	
NW_019218168.1	32568	42543		minus	uncharacterized protein LOC111338876	LOC111338876	111338876	protein-coding	XM_022945424.1	Spis_XP_022801159_1	576	
NW_019218168.1	42549	61631		minus	uncharacterized protein LOC111338874	LOC111338874	111338874	protein-coding	XM_022945422.1	Spis_XP_022801157_1	1774	
NW_019218168.1	65651	109752		plus	uncharacterized protein LOC111338862	LOC111338862	111338862	protein-coding	XM_022945406.1	Spis_XP_022801141_1	1949	
NW_019218168.1	110924	141869		plus	lactadherin-like	LOC111338864	111338864	protein-coding	XM_022945407.1	Spis_XP_022801142_1	667	
NW_019218168.1	139645	151426		plus	contactin-3-like	LOC111338865	111338865	protein-coding	XM_022945408.1	Spis_XP_022801143_1	786	
NW_019218168.1	152351	185653		plus	uncharacterized protein LOC111338870 isoform X1	LOC111338870	111338870	protein-coding	XM_022945414.1	Spis_XP_022801149_1	1618	
NW_019218168.1	186463	194519		minus	uncharacterized protein LOC111338866	LOC111338866	111338866	protein-coding	XM_022945409.1	Spis_XP_022801144_1	630	
NW_019218168.1	197278	200072		minus	uncharacterized LOC111338861	LOC111338861	111338861	lncRNA	XR_002695622.1			
NW_019218168.1	200149	205175		minus	mucin-5AC-like	LOC111338867	111338867	protein-coding	XM_022945411.1	Spis_XP_022801146_1	763	
NW_019218168.1	210647	219179		plus	uncharacterized protein LOC111338859	LOC111338859	111338859	protein-coding	XM_022945402.1	Spis_XP_022801137_1	499	
NW_019218168.1	251831	254469		plus	uncharacterized protein LOC111338868	LOC111338868	111338868	protein-coding	XM_022945412.1	Spis_XP_022801147_1	497	
NW_019218168.1	281321	289490		plus	uncharacterized protein LOC111338860 isoform X1	LOC111338860	111338860	protein-coding	XM_022945404.1	Spis_XP_022801139_1	480	
NW_019218168.1	299652	304716		plus	protein FAM50A-like	LOC111338869	111338869	protein-coding	XM_022945413.1	Spis_XP_022801148_1	201	
NW_019218168.1	309191	312051		plus	uncharacterized protein C12orf56-like	LOC111338873	111338873	protein-coding	XM_022945420.1	Spis_XP_022801155_1	380	
NW_019218169.1	43	6233		minus	ficolin-2-like	LOC111338905	111338905	protein-coding	XM_022945454.1	Spis_XP_022801189_1	209	
NW_019218169.1	39399	58558		minus	uncharacterized protein LOC111338879	LOC111338879	111338879	protein-coding	XM_022945427.1	Spis_XP_022801162_1	579	
NW_019218169.1	50861	54131		minus	uncharacterized protein LOC111338880	LOC111338880	111338880	protein-coding	XM_022945428.1	Spis_XP_022801163_1	488	
NW_019218169.1	59699	95358		plus	uncharacterized protein LOC111338888	LOC111338888	111338888	protein-coding	XM_022945437.1	Spis_XP_022801172_1	1988	
NW_019218169.1	96359	102315		minus	uncharacterized protein LOC111338900	LOC111338900	111338900	protein-coding	XM_022945448.1	Spis_XP_022801183_1	934	
NW_019218169.1	102400	106466		minus	EEF1A lysine methyltransferase 2-like	LOC111338902	111338902	protein-coding	XM_022945449.1	Spis_XP_022801184_1	237	
NW_019218169.1	106513	112462		plus	uncharacterized protein LOC111338903	LOC111338903	111338903	protein-coding	XM_022945450.1	Spis_XP_022801185_1	143	
NW_019218169.1	119235	122161		minus	zinc finger protein 329-like	LOC111338877	111338877	protein-coding	XM_022945425.1	Spis_XP_022801160_1	343	
NW_019218169.1	123835	131072		plus	uncharacterized protein LOC111338883	LOC111338883	111338883	protein-coding	XM_022945432.1	Spis_XP_022801167_1	418	
NW_019218169.1	125569	126409		minus	uncharacterized LOC111338886	LOC111338886	111338886	lncRNA	XR_002695623.1			
NW_019218169.1	135650	151010		plus	uncharacterized protein LOC111338882 isoform X1	LOC111338882	111338882	protein-coding	XM_022945429.1	Spis_XP_022801164_1	736	
NW_019218169.1	157478	159099		minus	forkhead box protein D2-like	LOC111338884	111338884	protein-coding	XM_022945435.1	Spis_XP_022801170_1	330	
NW_019218169.1	167663	169486		plus	forkhead box protein D1-like	LOC111338885	111338885	protein-coding	XM_022945436.1	Spis_XP_022801171_1	322	
NW_019218169.1	175114	190756		minus	alpha-aminoadipic semialdehyde synthase, mitochondrial-like	LOC111338891	111338891	protein-coding	XM_022945438.1	Spis_XP_022801173_1	943	
NW_019218169.1	192584	205279		minus	GRAM domain-containing protein 4-like	LOC111338892	111338892	protein-coding	XM_022945439.1	Spis_XP_022801174_1	676	
NW_019218169.1	205580	216309		plus	ceramide kinase-like isoform X1	LOC111338904	111338904	protein-coding	XM_022945451.1	Spis_XP_022801186_1	528	
NW_019218169.1	219550	223522		minus	uncharacterized LOC111338908	LOC111338908	111338908	lncRNA	XR_002695626.1			
NW_019218169.1	223333	233715		plus	cytochrome P450 27C1-like	LOC111338907	111338907	protein-coding	XM_022945457.1	Spis_XP_022801192_1	527	
NW_019218169.1	237602	240243		minus	U6 snRNA-associated Sm-like protein LSm8	LOC111338898	111338898	protein-coding	XM_022945447.1	Spis_XP_022801182_1	96	
NW_019218169.1	240288	241519		plus	putative deoxyribonuclease TATDN2	LOC111338897	111338897	protein-coding	XM_022945446.1	Spis_XP_022801181_1	348	
NW_019218169.1	241618	244612		minus	major facilitator superfamily domain-containing protein 3-like isoform X1	LOC111338896	111338896	protein-coding	XM_022945444.1	Spis_XP_022801179_1	429	
NW_019218169.1	244664	254794		plus	sterol 26-hydroxylase, mitochondrial-like	LOC111338895	111338895	protein-coding	XM_022945443.1	Spis_XP_022801178_1	529	
NW_019218169.1	262635	270880		minus	alpha-2C adrenergic receptor-like	LOC111338906	111338906	protein-coding	XM_022945455.1	Spis_XP_022801190_1	302	
NW_019218169.1	271552	275490		plus	histamine H2 receptor-like	LOC111338878	111338878	protein-coding	XM_022945426.1	Spis_XP_022801161_1	374	
NW_019218169.1	276172	277907		minus	uncharacterized protein LOC111338893	LOC111338893	111338893	protein-coding	XM_022945440.1	Spis_XP_022801175_1	313	
NW_019218169.1	278404	280176		minus	uncharacterized LOC111338899	LOC111338899	111338899	lncRNA	XR_002695625.1			
NW_019218169.1	280406	291421		plus	DALR anticodon-binding domain-containing protein 3-like isoform X1	LOC111338909	111338909	protein-coding	XM_022945458.1	Spis_XP_022801193_1	608	
NW_019218169.1	304886	308053		plus	uncharacterized LOC111338887	LOC111338887	111338887	lncRNA	XR_002695624.1			
NW_019218169.1	309181	312798		plus	glycine-rich cell wall structural protein 1.0-like	LOC111338894	111338894	protein-coding	XM_022945442.1	Spis_XP_022801177_1	278	
NW_019218170.1	19897	25342		minus	uncharacterized protein LOC111338915	LOC111338915	111338915	protein-coding	XM_022945473.1	Spis_XP_022801208_1	166	
NW_019218170.1	26399	28055		plus	uncharacterized protein LOC111338914	LOC111338914	111338914	protein-coding	XM_022945472.1	Spis_XP_022801207_1	123	
NW_019218170.1	28411	111231		plus	uncharacterized protein LOC111338913 isoform X1	LOC111338913	111338913	protein-coding	XM_022945465.1	Spis_XP_022801200_1	171	
NW_019218170.1	66495	83189		plus	fibrillin-2-like	LOC111338916	111338916	protein-coding	XM_022945474.1	Spis_XP_022801209_1	811	
NW_019218170.1	117623	179459		minus	leukocyte tyrosine kinase receptor-like	LOC111338917	111338917	protein-coding	XM_022945475.1	Spis_XP_022801210_1	519	
NW_019218170.1	184374	190330		minus	uncharacterized protein LOC111338927 isoform X1	LOC111338927	111338927	protein-coding	XM_022945491.1	Spis_XP_022801226_1	665	
NW_019218170.1	196540	197460		minus	calmodulin-like protein 5	LOC111338911	111338911	protein-coding	XM_022945462.1	Spis_XP_022801197_1	168	
NW_019218170.1	199417	204282		minus	potassium voltage-gated channel subfamily A member 4-like	LOC111338910	111338910	protein-coding	XM_022945461.1	Spis_XP_022801196_1	432	
NW_019218170.1	216330	218260		plus	potassium voltage-gated channel subfamily A member 3-like	LOC111338926	111338926	protein-coding	XM_022945489.1	Spis_XP_022801224_1	423	
NW_019218170.1	221894	224840		minus	potassium voltage-gated channel subfamily A member 2-like	LOC111338923	111338923	protein-coding	XM_022945486.1	Spis_XP_022801221_1	486	
NW_019218170.1	230284	247410		plus	uncharacterized protein LOC111338922 isoform X1	LOC111338922	111338922	protein-coding	XM_022945483.1	Spis_XP_022801218_1	818	
NW_019218170.1	249936	254541		minus	THAP domain-containing protein 5-like isoform X1	LOC111338925	111338925	protein-coding	XM_022945487.1	Spis_XP_022801222_1	347	
NW_019218170.1	255115	265295		plus	chitinase domain-containing protein 1-like	LOC111338918	111338918	protein-coding	XM_022945476.1	Spis_XP_022801211_1	396	
NW_019218170.1	270108	281614		minus	uncharacterized protein LOC111338920 isoform X1	LOC111338920	111338920	protein-coding	XM_022945479.1	Spis_XP_022801214_1	647	
NW_019218170.1	286381	297837		plus	LOW QUALITY PROTEIN: uncharacterized protein LOC111338921	LOC111338921	111338921	protein-coding	XM_022945482.1	Spis_XP_022801217_1	539	
NW_019218170.1	300778	307437		plus	uncharacterized protein LOC111338912 isoform X1	LOC111338912	111338912	protein-coding	XM_022945463.1	Spis_XP_022801198_1	675	
NW_019218171.1	61	36713		minus	fibrillin-1-like	LOC111338940	111338940	protein-coding	XM_022945507.1	Spis_XP_022801242_1	406	
NW_019218171.1	41849	72984		minus	kinesin-like protein KIN-7I	LOC111338935	111338935	protein-coding	XM_022945501.1	Spis_XP_022801236_1	1979	
NW_019218171.1	73102	77708		plus	F-box only protein 9-like	LOC111338934	111338934	protein-coding	XM_022945500.1	Spis_XP_022801235_1	133	
NW_019218171.1	78402	83310		plus	F-box only protein 9-like	LOC111338933	111338933	protein-coding	XM_022945499.1	Spis_XP_022801234_1	188	
NW_019218171.1	83408	93205		minus	tyrosyl-DNA phosphodiesterase 2-like	LOC111338931	111338931	protein-coding	XM_022945497.1	Spis_XP_022801232_1	336	
NW_019218171.1	126266	134838		plus	uncharacterized protein LOC111338936	LOC111338936	111338936	protein-coding	XM_022945503.1	Spis_XP_022801238_1	1217	
NW_019218171.1	134823	140724		plus	uncharacterized protein LOC111338937	LOC111338937	111338937	protein-coding	XM_022945504.1	Spis_XP_022801239_1	819	
NW_019218171.1	143667	149018		plus	uncharacterized protein LOC111338938	LOC111338938	111338938	protein-coding	XM_022945505.1	Spis_XP_022801240_1	641	
NW_019218171.1	151176	157673		plus	uncharacterized protein LOC111338939	LOC111338939	111338939	protein-coding	XM_022945506.1	Spis_XP_022801241_1	765	
NW_019218171.1	162162	165110		plus	uncharacterized protein LOC111338942	LOC111338942	111338942	protein-coding	XM_022945508.1	Spis_XP_022801243_1	157	
NW_019218171.1	165137	168289		minus	adhesion G-protein coupled receptor D1-like	LOC111338928	111338928	protein-coding	XM_022945494.1	Spis_XP_022801229_1	381	
NW_019218171.1	168094	176618		minus	uncharacterized protein LOC111338943	LOC111338943	111338943	protein-coding	XM_022945509.1	Spis_XP_022801244_1	488	
NW_019218171.1	194735	204297		minus	uncharacterized protein LOC111338929	LOC111338929	111338929	protein-coding	XM_022945495.1	Spis_XP_022801230_1	592	
NW_019218171.1	223114	224328		plus	uncharacterized LOC111338941	LOC111338941	111338941	lncRNA	XR_002695628.1			
NW_019218171.1	232405	276324		minus	uncharacterized protein LOC111338930	LOC111338930	111338930	protein-coding	XM_022945496.1	Spis_XP_022801231_1	772	
NW_019218172.1	154	2706		minus	uncharacterized LOC111338960	LOC111338960	111338960	lncRNA	XR_002695630.1			
NW_019218172.1	9678	75561		minus	neuralized-like protein 4	LOC111338952	111338952	protein-coding	XM_022945518.1	Spis_XP_022801253_1	1003	
NW_019218172.1	17542	19638		minus	SPRY domain-containing SOCS box protein 4-like	LOC111338954	111338954	protein-coding	XM_022945521.1	Spis_XP_022801256_1	195	
NW_019218172.1	35310	48728		minus	neuralized-like protein 4	LOC111338951	111338951	protein-coding	XM_022945516.1	Spis_XP_022801251_1	1019	
NW_019218172.1	57826	72463		minus	uncharacterized protein LOC111338953	LOC111338953	111338953	protein-coding	XM_022945520.1	Spis_XP_022801255_1	851	
NW_019218172.1	89601	103549		plus	carbonic anhydrase 2-like	LOC111338961	111338961	protein-coding	XM_022945529.1	Spis_XP_022801264_1	318	
NW_019218172.1	114963	116389		plus	uncharacterized LOC111338962	LOC111338962	111338962	lncRNA	XR_002695631.1			
NW_019218172.1	119449	123564		plus	carbonic anhydrase 2-like	LOC111338945	111338945	protein-coding	XM_022945510.1	Spis_XP_022801245_1	230	
NW_019218172.1	123946	143560		minus	dihydropyrimidinase-like	LOC111338963	111338963	protein-coding	XM_022945530.1	Spis_XP_022801265_1	567	
NW_019218172.1	144475	149140		plus	uncharacterized protein LOC111338956	LOC111338956	111338956	protein-coding	XM_022945525.1	Spis_XP_022801260_1	412	
NW_019218172.1	150794	153857		minus	uncharacterized protein LOC111338958	LOC111338958	111338958	protein-coding	XM_022945526.1	Spis_XP_022801261_1	229	
NW_019218172.1	156901	165475		minus	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	LOC111338955	111338955	protein-coding	XM_022945522.1	Spis_XP_022801257_1	889	
NW_019218172.1	176315	184556		plus	uncharacterized protein LOC111338946	LOC111338946	111338946	protein-coding	XM_022945511.1	Spis_XP_022801246_1	1293	
NW_019218172.1	205651	208829		plus	uncharacterized LOC111338959	LOC111338959	111338959	lncRNA	XR_002695629.1			
NW_019218172.1	212659	214345		plus	uncharacterized gene	LOC111338947	111338947	pseudogene				
NW_019218172.1	238963	240906		minus	uncharacterized protein LOC111338948	LOC111338948	111338948	protein-coding	XM_022945513.1	Spis_XP_022801248_1	647	
NW_019218172.1	279136	287611		minus	uncharacterized protein LOC111338949	LOC111338949	111338949	protein-coding	XM_022945514.1	Spis_XP_022801249_1	246	
NW_019218172.1	302138	311076		minus	uncharacterized protein LOC111338950	LOC111338950	111338950	protein-coding	XM_022945515.1	Spis_XP_022801250_1	230	
NW_019218173.1	19187	19810		plus	uncharacterized protein LOC111338978	LOC111338978	111338978	protein-coding	XM_022945545.1	Spis_XP_022801280_1	207	
NW_019218173.1	66154	72943		minus	uncharacterized protein LOC111338965	LOC111338965	111338965	protein-coding	XM_022945532.1	Spis_XP_022801267_1	954	
NW_019218173.1	77404	79790		minus	piggyBac transposable element-derived protein 4-like	LOC111338966	111338966	protein-coding	XM_022945533.1	Spis_XP_022801268_1	683	
NW_019218173.1	79941	81647		minus	uncharacterized protein LOC111338968	LOC111338968	111338968	protein-coding	XM_022945534.1	Spis_XP_022801269_1	568	
NW_019218173.1	109323	111724		plus	uncharacterized LOC111338971	LOC111338971	111338971	lncRNA	XR_002695632.1			
NW_019218173.1	128575	130902		plus	barrier-to-autointegration factor 1-like	LOC111338970	111338970	protein-coding	XM_022945537.1	Spis_XP_022801272_1	97	
NW_019218173.1	135546	158842		plus	MMS19 nucleotide excision repair protein homolog	LOC111338969	111338969	protein-coding	XM_022945535.1	Spis_XP_022801270_1	921	
NW_019218173.1	179515	182932		plus	clarin-2-like	LOC111338977	111338977	protein-coding	XM_022945544.1	Spis_XP_022801279_1	225	
NW_019218173.1	182925	190046		minus	DNA mismatch repair protein Mlh1-like	LOC111338975	111338975	protein-coding	XM_022945543.1	Spis_XP_022801278_1	748	
NW_019218173.1	190136	199546		plus	isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like	LOC111338973	111338973	protein-coding	XM_022945541.1	Spis_XP_022801276_1	378	
NW_019218173.1	200427	205496		minus	ADP-ribosylation factor-like protein 3	LOC111338974	111338974	protein-coding	XM_022945542.1	Spis_XP_022801277_1	183	
NW_019218173.1	205607	208746		plus	uncharacterized protein LOC111338982	LOC111338982	111338982	protein-coding	XM_022945554.1	Spis_XP_022801289_1	233	
