ko	uniprot_entry	ensembl_transcript	name	name_long
K16814	Q32LZ8	Mmus_ENSMUST00000019012	PNPLA5	patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]
K16814	Q32LZ8	Mmus_ENSMUST00000230566	PNPLA5	patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]
K16815	Q8K1N1	Mmus_ENSMUST00000043082	PNPLA8	calcium-independent phospholipase A2-gamma
K16816	Q8BJ56	Mmus_ENSMUST00000064151	PNPLA2, ATGL	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]
K16816	Q8BJ56	Mmus_ENSMUST00000164016	PNPLA2, ATGL	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]
K16817	Q8R3U1	Mmus_ENSMUST00000025925	PLA2G16	HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16817	Q8R3U1	Mmus_ENSMUST00000136465	PLA2G16	HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16817	Q8R3U1	Mmus_ENSMUST00000136756	PLA2G16	HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
K16819	Q8VHG2	Mmus_ENSMUST00000112836	AMOT	angiomotin
K16820	Q9EPK5	Mmus_ENSMUST00000029380	WWTR1, TAZ	WW domain-containing transcription regulator protein 1
K16820	Q9EPK5	Mmus_ENSMUST00000120977	WWTR1, TAZ	WW domain-containing transcription regulator protein 1
K16822	Q8C0V9	Mmus_ENSMUST00000057859	FRMD6	FERM domain-containing protein 6
K16823	E9QJU8	Mmus_ENSMUST00000117245	TP53BP2, ASPP2	apoptosis-stimulating of p53 protein 2
K16825	Q3TQ88	Mmus_ENSMUST00000052605	CEACAM19, CEAL1	carcinoembryonic antigen-related cell adhesion molecule 19
K16830	Q9DCJ7	Mmus_ENSMUST00000084097	AURKAIP1	aurora kinase A-interacting protein
K16830	Q9DCJ7	Mmus_ENSMUST00000105591	AURKAIP1	aurora kinase A-interacting protein
K16830	Q9DCJ7	Mmus_ENSMUST00000105592	AURKAIP1	aurora kinase A-interacting protein
K16831	Q8BS90	Mmus_ENSMUST00000022656	BORA	protein aurora borealis
K16831	Q8BS90	Mmus_ENSMUST00000227744	BORA	protein aurora borealis
K16832	O35177	Mmus_ENSMUST00000021794	NEDD9, HEF1, CASL	enhancer of filamentation 1
K16833	Q9DCL8	Mmus_ENSMUST00000060188	PPP1R2, IPP2	protein phosphatase inhibitor 2
K16834	Q99P68	Mmus_ENSMUST00000001534	SOST	sclerostin
K16836	P56844	Mmus_ENSMUST00000000718	TCL1B	T-cell leukemia/lymphoma 1B
K16836	P56841	Mmus_ENSMUST00000081379	TCL1B	T-cell leukemia/lymphoma 1B
K16836	P56840	Mmus_ENSMUST00000085043	TCL1B	T-cell leukemia/lymphoma 1B
K16836	P56841	Mmus_ENSMUST00000146174	TCL1B	T-cell leukemia/lymphoma 1B
K16837	Q60945	Mmus_ENSMUST00000033542	MTCP1	mature T-cell proliferation-1 type B1
K16837	Q60945	Mmus_ENSMUST00000114081	MTCP1	mature T-cell proliferation-1 type B1
K16847	Q6ZPF3	Mmus_ENSMUST00000072156	TIAM2	T-lymphoma invasion and metastasis-inducing protein 2
K16847	Q6ZPF3	Mmus_ENSMUST00000169838	TIAM2	T-lymphoma invasion and metastasis-inducing protein 2
K16848	Q9JKF1	Mmus_ENSMUST00000167377	IQGAP1	Ras GTPase-activating-like protein IQGAP1
K16851	Q2TB54	Mmus_ENSMUST00000027670	FCAMR, CD351	high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor
K16851	Q2TB54	Mmus_ENSMUST00000112477	FCAMR, CD351	high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor
K16852	Q9ET39	Mmus_ENSMUST00000171330	SLAMF6, CD352	SLAM family member 6
K16852	Q9ET39	Mmus_ENSMUST00000194561	SLAMF6, CD352	SLAM family member 6
K16852	Q9ET39	Mmus_ENSMUST00000195656	SLAMF6, CD352	SLAM family member 6
K16853	Q3UQA2	Mmus_ENSMUST00000065679	SLAMF8, CD353	SLAM family member 8
K16854	Q8VD58	Mmus_ENSMUST00000179322	EVI2B, CD361	ecotropic viral integration site 2B protein
K16855	Q6P3D0	Mmus_ENSMUST00000035179	NUDT16	U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]
K16855	E9Q9G1	Mmus_ENSMUST00000035180	NUDT16	U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]
K16857	Q80YQ1	Mmus_ENSMUST00000039559	THBS1	thrombospondin 1
K16858	P49766	Mmus_ENSMUST00000025914	VEGFB	vascular endothelial growth factor B
K16858	P49766	Mmus_ENSMUST00000130048	VEGFB	vascular endothelial growth factor B
K16859	P49764	Mmus_ENSMUST00000004913	PGF	placenta growth factor
K16860	Q8BG07	Mmus_ENSMUST00000063888	PLD3_4	phospholipase D3/4 [EC:3.1.4.4]
K16860	O35405	Mmus_ENSMUST00000117095	PLD3_4	phospholipase D3/4 [EC:3.1.4.4]
K16860	O35405	Mmus_ENSMUST00000117611	PLD3_4	phospholipase D3/4 [EC:3.1.4.4]
K16861	Q3UNN8	Mmus_ENSMUST00000065967	PLD5	inactive phospholipase D5
K16862	Q5SWZ9	Mmus_ENSMUST00000125307	PLD6	mitochondrial cardiolipin hydrolase [EC:3.1.4.-]
K16865	Q61823	Mmus_ENSMUST00000025931	PDCD4	programmed cell death protein 4
K16865	Q61823	Mmus_ENSMUST00000074371	PDCD4	programmed cell death protein 4
K16865	Q61823	Mmus_ENSMUST00000165617	PDCD4	programmed cell death protein 4
K16866	P39876	Mmus_ENSMUST00000020234	TIMP3	metalloproteinase inhibitor 3
K16867	Q8VHN8	Mmus_ENSMUST00000050881	NUDT16L1, SDOS	NUDT16-like protein 1
K16867	Q8VHN8	Mmus_ENSMUST00000230931	NUDT16L1, SDOS	NUDT16-like protein 1
K16882	Q9QYX7	Mmus_ENSMUST00000030691	PCLO	protein piccolo
K16882	Q9QYX7	Mmus_ENSMUST00000182407	PCLO	protein piccolo
K16889	Q91ZR5	Mmus_ENSMUST00000043380	CATSPER1	cation channel sperm-associated protein 1
K16890	A0A0A0MQ85	Mmus_ENSMUST00000038073	CATSPER2	cation channel sperm-associated protein 2
K16891	Q80W99	Mmus_ENSMUST00000021961	CATSPER3	cation channel sperm-associated protein 3
K16891	Q80W99	Mmus_ENSMUST00000109898	CATSPER3	cation channel sperm-associated protein 3
K16892	Q8BVN3	Mmus_ENSMUST00000055892	CATSPER4	cation channel sperm-associated protein 4
K16893	A2RTF1	Mmus_ENSMUST00000055156	CATSPERB	cation channel sperm-associated protein subunit beta
K16894	E9Q355	Mmus_ENSMUST00000047846	CATSPERG	cation channel sperm-associated protein subunit gamma
K16894	C6KI89	Mmus_ENSMUST00000061193	CATSPERG	cation channel sperm-associated protein subunit gamma
K16894	E9Q355	Mmus_ENSMUST00000069861	CATSPERG	cation channel sperm-associated protein subunit gamma
K16894	E9Q355	Mmus_ENSMUST00000164653	CATSPERG	cation channel sperm-associated protein subunit gamma
K16894	E9Q355	Mmus_ENSMUST00000169143	CATSPERG	cation channel sperm-associated protein subunit gamma
K16894	C6KI89	Mmus_ENSMUST00000209126	CATSPERG	cation channel sperm-associated protein subunit gamma
K16895	E9Q9F6	Mmus_ENSMUST00000112979	CATSPERD	cation channel sperm-associated protein subunit delta
K16896	Q9EQJ0	Mmus_ENSMUST00000046426	TPCN1	two pore calcium channel protein 1
K16904	Q9QY93	Mmus_ENSMUST00000035276	DCTPP1	dCTP diphosphatase [EC:3.6.1.12]
K16909	Q9R157	Mmus_ENSMUST00000033957	ADAM18	disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-]
K16910	P0C5E4	Mmus_ENSMUST00000050702	PTPRQ	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]
K16911	Q9JIK5	Mmus_ENSMUST00000045866	DDX21	ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]
K16912	A2BE28	Mmus_ENSMUST00000079987	LAS1	ribosomal biogenesis protein LAS1
K16912	A2BE28	Mmus_ENSMUST00000113864	LAS1	ribosomal biogenesis protein LAS1
K16913	Q9DBD5	Mmus_ENSMUST00000019065	PELP1, MNAR	proline-, glutamic acid- and leucine-rich protein 1
K16914	Q9JJF3	Mmus_ENSMUST00000053744	RIOX1, NO66	protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]
K16931	P51557	Mmus_ENSMUST00000033979	STAR	steroidogenic acute regulatory protein, mitochondrial
K16932	P51908	Mmus_ENSMUST00000112585	APOBEC1	C-&gt;U-editing enzyme APOBEC1 [EC:3.5.4.36]
K16932	P51908	Mmus_ENSMUST00000112586	APOBEC1	C-&gt;U-editing enzyme APOBEC1 [EC:3.5.4.36]
K16932	P51908	Mmus_ENSMUST00000112587	APOBEC1	C-&gt;U-editing enzyme APOBEC1 [EC:3.5.4.36]
K16938	Q80UG5	Mmus_ENSMUST00000019038	SEPT3_9_12	septin 3/9/12
K16938	Q9Z1S5	Mmus_ENSMUST00000023095	SEPT3_9_12	septin 3/9/12
K16938	Q80UG5	Mmus_ENSMUST00000093907	SEPT3_9_12	septin 3/9/12
K16938	Q80UG5	Mmus_ENSMUST00000100193	SEPT3_9_12	septin 3/9/12
K16938	Q80UG5	Mmus_ENSMUST00000106349	SEPT3_9_12	septin 3/9/12
K16938	Q9Z1S5	Mmus_ENSMUST00000116423	SEPT3_9_12	septin 3/9/12
K16939	Q9R1T4	Mmus_ENSMUST00000053456	SEPT6_8_11	septin 6/8/11
K16939	Q9R1T4	Mmus_ENSMUST00000060474	SEPT6_8_11	septin 6/8/11
K16939	Q8C1B7	Mmus_ENSMUST00000074733	SEPT6_8_11	septin 6/8/11
K16939	Q8CHH9	Mmus_ENSMUST00000108987	SEPT6_8_11	septin 6/8/11
K16939	Q9R1T4	Mmus_ENSMUST00000115239	SEPT6_8_11	septin 6/8/11
K16939	Q8CHH9	Mmus_ENSMUST00000117061	SEPT6_8_11	septin 6/8/11
K16939	Q8C1B7	Mmus_ENSMUST00000201421	SEPT6_8_11	septin 6/8/11
K16939	Q8C1B7	Mmus_ENSMUST00000202308	SEPT6_8_11	septin 6/8/11
K16940	A0A1W2P6J7	Mmus_ENSMUST00000220156	SEPT10	septin 10
K16941	S4R2P6	Mmus_ENSMUST00000182386	SEPT14	septin 14
K16942	P42208	Mmus_ENSMUST00000027495	SEPT2	septin 2
K16942	P42208	Mmus_ENSMUST00000168776	SEPT2	septin 2
K16942	P42208	Mmus_ENSMUST00000179353	SEPT2	septin 2
K16943	P28661	Mmus_ENSMUST00000018544	SEPT4	septin 4
K16943	P28661	Mmus_ENSMUST00000060360	SEPT4	septin 4
K16943	P28661	Mmus_ENSMUST00000063156	SEPT4	septin 4
K16943	P28661	Mmus_ENSMUST00000107960	SEPT4	septin 4
K16943	P28661	Mmus_ENSMUST00000107962	SEPT4	septin 4
K16943	P28661	Mmus_ENSMUST00000122067	SEPT4	septin 4
K16949	Q059N0	Mmus_ENSMUST00000092597	SULT3A	amine sulfotransferase [EC:2.8.2.3]
K16949	G5E904	Mmus_ENSMUST00000165904	SULT3A	amine sulfotransferase [EC:2.8.2.3]
K16949	Q059N0	Mmus_ENSMUST00000218204	SULT3A	amine sulfotransferase [EC:2.8.2.3]
K16949	G5E904	Mmus_ENSMUST00000223295	SULT3A	amine sulfotransferase [EC:2.8.2.3]
K17043	D3Z6P9	Mmus_ENSMUST00000113367	DDX43	ATP-dependent RNA helicase DDX43 [EC:5.6.2.7]
K17044	Q3U9F6	Mmus_ENSMUST00000014614	RNF166	E3 ubiquitin-protein ligase RNF166 [EC:2.3.2.27]
K17045	Q9JL35	Mmus_ENSMUST00000033597	HMGN5	high-mobility group nucleosome-binding domain-containing protein 5
K17046	Q7TNV0	Mmus_ENSMUST00000021807	DEK	protein DEK
K17047	P35294	Mmus_ENSMUST00000031986	RAB19	Ras-related protein Rab-19
K17065	Q8K1M6	Mmus_ENSMUST00000023477	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
K17065	Q8K1M6	Mmus_ENSMUST00000096229	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
K17065	Q8K1M6	Mmus_ENSMUST00000230022	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
K17065	Q8K1M6	Mmus_ENSMUST00000230038	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
K17065	Q8K1M6	Mmus_ENSMUST00000230980	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
K17072	Q61635	Mmus_ENSMUST00000046704	IFI47	interferon gamma inducible protein 47
K17072	Q61635	Mmus_ENSMUST00000109202	IFI47	interferon gamma inducible protein 47
K17072	Q61635	Mmus_ENSMUST00000213728	IFI47	interferon gamma inducible protein 47
K17079	P58281	Mmus_ENSMUST00000038867	OPA1	optic atrophy protein 1 [EC:3.6.5.5]
K17079	P58281	Mmus_ENSMUST00000160597	OPA1	optic atrophy protein 1 [EC:3.6.5.5]
K17079	P58281	Mmus_ENSMUST00000161186	OPA1	optic atrophy protein 1 [EC:3.6.5.5]
K17080	P67778	Mmus_ENSMUST00000125172	PHB1	prohibitin 1
K17081	O35129	Mmus_ENSMUST00000004375	PHB2	prohibitin 2
K17082	P59113	Mmus_ENSMUST00000038280	FERMT1, KIND1	kindlin 1
K17083	Q8CIB5	Mmus_ENSMUST00000045905	FERMT2, KIND2	kindlin 2
K17084	Q8K1B8	Mmus_ENSMUST00000040772	FERMT3, KIND3	kindlin 3
K17085	Q9DBU0	Mmus_ENSMUST00000002391	TM9SF1	transmembrane 9 superfamily member 1
K17085	Q9DBU0	Mmus_ENSMUST00000120041	TM9SF1	transmembrane 9 superfamily member 1
K17085	Q9DBU0	Mmus_ENSMUST00000121791	TM9SF1	transmembrane 9 superfamily member 1
K17085	Q9DBU0	Mmus_ENSMUST00000122358	TM9SF1	transmembrane 9 superfamily member 1
K17086	P58021	Mmus_ENSMUST00000026624	TM9SF2_4	transmembrane 9 superfamily member 2/4
K17086	Q8BH24	Mmus_ENSMUST00000089027	TM9SF2_4	transmembrane 9 superfamily member 2/4
K17086	A2AFI6	Mmus_ENSMUST00000114725	TM9SF2_4	transmembrane 9 superfamily member 2/4
K17087	Q9ET30	Mmus_ENSMUST00000237871	TM9SF3	transmembrane 9 superfamily member 3
K17089	O35639	Mmus_ENSMUST00000031447	ANXA3	annexin A3
K17090	Q9JHQ0	Mmus_ENSMUST00000015846	ANXA9	annexin A9
K17090	Q9JHQ0	Mmus_ENSMUST00000107183	ANXA9	annexin A9
K17091	P10107	Mmus_ENSMUST00000025561	ANXA1	annexin A1
K17091	P10107	Mmus_ENSMUST00000235280	ANXA1	annexin A1
K17092	P07356	Mmus_ENSMUST00000034756	ANXA2	annexin A2
K17093	P97429	Mmus_ENSMUST00000001187	ANXA4	annexin A4
K17093	P97429	Mmus_ENSMUST00000113675	ANXA4	annexin A4
K17094	P14824	Mmus_ENSMUST00000108883	ANXA6	annexin A6
K17095	P97384	Mmus_ENSMUST00000022416	ANXA7_11	annexin A7/11
K17095	Q07076	Mmus_ENSMUST00000065504	ANXA7_11	annexin A7/11
K17095	Q07076	Mmus_ENSMUST00000224975	ANXA7_11	annexin A7/11
K17096	O35640	Mmus_ENSMUST00000022519	ANXA8	annexin A8
K17097	Q9QZ10	Mmus_ENSMUST00000034052	ANXA10	annexin A10
K17099	Q99JG3	Mmus_ENSMUST00000227274	ANXA13	annexin A13
K17101	Q8VDK3	Mmus_ENSMUST00000028609	ELF5	E74-like factor 5
K17101	Q8VDK3	Mmus_ENSMUST00000164172	ELF5	E74-like factor 5
K17102	O70273	Mmus_ENSMUST00000090475	EHF	ETS homologous factor
K17102	O70273	Mmus_ENSMUST00000111174	EHF	ETS homologous factor
K17106	Q7M748	Mmus_ENSMUST00000102910	WAP	whey acidic protein
K17107	P10598	Mmus_ENSMUST00000197422	CSN2	beta-casein
K17107	P10598	Mmus_ENSMUST00000199624	CSN2	beta-casein
K17108	Q69ZF3	Mmus_ENSMUST00000030189	GBA2	non-lysosomal glucosylceramidase [EC:3.2.1.45]
K17196	Q7TN89	Mmus_ENSMUST00000033500	ERAS	GTPase Eras
K17197	Q9CR56	Mmus_ENSMUST00000017981	NKIRAS	NF-kappa-B inhibitor-interacting Ras-like protein
K17197	Q9CR56	Mmus_ENSMUST00000051947	NKIRAS	NF-kappa-B inhibitor-interacting Ras-like protein
K17197	Q9CR56	Mmus_ENSMUST00000107376	NKIRAS	NF-kappa-B inhibitor-interacting Ras-like protein
K17197	Q8CEC5	Mmus_ENSMUST00000132374	NKIRAS	NF-kappa-B inhibitor-interacting Ras-like protein
K17198	B2RVE2	Mmus_ENSMUST00000170650	RERGL	Ras-related and estrogen-regulated growth inhibitor-like protein
K17199	Q80ZJ8	Mmus_ENSMUST00000053670	RASEF, RAB45	Ras and EF-hand domain-containing protein
K17199	Q5RI75	Mmus_ENSMUST00000058292	RASEF, RAB45	Ras and EF-hand domain-containing protein
K17199	Q3UP38	Mmus_ENSMUST00000071563	RASEF, RAB45	Ras and EF-hand domain-containing protein
K17199	Q5RI75	Mmus_ENSMUST00000102837	RASEF, RAB45	Ras and EF-hand domain-containing protein
K17199	Q3UP38	Mmus_ENSMUST00000212051	RASEF, RAB45	Ras and EF-hand domain-containing protein
K17200	S4R1T9	Mmus_ENSMUST00000183126	ARL14, ARF7	ADP-ribosylation factor-like protein 14
K17201	Q8BGR6	Mmus_ENSMUST00000091201	ARL15	ADP-ribosylation factor-like protein 15
K17231	Q9DCX8	Mmus_ENSMUST00000019896	IYD, DEHAL1	iodotyrosine deiodinase [EC:1.21.1.1]
K17232	Q9D311	Mmus_ENSMUST00000028656	DUOXA2	dual oxidase maturation factor 2
K17233	Q8VE49	Mmus_ENSMUST00000028653	DUOXA1	dual oxidase maturation factor 1
K17233	Q8VE49	Mmus_ENSMUST00000110537	DUOXA1	dual oxidase maturation factor 1
K17252	Q06890	Mmus_ENSMUST00000022616	CLU	clusterin
K17253	P21956	Mmus_ENSMUST00000032825	MFGE8	lactadherin
K17253	P21956	Mmus_ENSMUST00000107409	MFGE8	lactadherin
K17254	Q99JZ0	Mmus_ENSMUST00000028950	SDCBP	syntenin-1
K17254	O08992	Mmus_ENSMUST00000029912	SDCBP	syntenin-1
K17255	P50396	Mmus_ENSMUST00000015435	GDI1_2	Rab GDP dissociation inhibitor
K17255	Q61598	Mmus_ENSMUST00000059515	GDI1_2	Rab GDP dissociation inhibitor
K17255	Q61598	Mmus_ENSMUST00000223396	GDI1_2	Rab GDP dissociation inhibitor
K17256	A0A0R4J0S2	Mmus_ENSMUST00000050714	IGFALS, ALS	insulin-like growth factor-binding protein complex acid labile subunit
K17257	Q99KW9	Mmus_ENSMUST00000034140	ITFG1	integrin alpha FG-GAP repeat containing protein 1
K17258	Q8C0Z1	Mmus_ENSMUST00000114988	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17258	Q8C0Z1	Mmus_ENSMUST00000118487	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17258	Q8C0Z1	Mmus_ENSMUST00000234175	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17258	Q8C0Z1	Mmus_ENSMUST00000234262	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17258	Q8C0Z1	Mmus_ENSMUST00000234554	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17258	Q8C0Z1	Mmus_ENSMUST00000234687	ITFG3	integrin alpha FG-GAP repeat containing protein 3
K17259	Q9Z0F4	Mmus_ENSMUST00000065163	CIB1	calcium and integrin-binding protein 1
K17260	P61161	Mmus_ENSMUST00000000137	ACTR2, ARP2	actin-related protein 2
K17261	Q9CYT6	Mmus_ENSMUST00000021802	CAP1_2, SRV2	adenylyl cyclase-associated protein
K17261	P40124	Mmus_ENSMUST00000069533	CAP1_2, SRV2	adenylyl cyclase-associated protein
K17261	P40124	Mmus_ENSMUST00000106255	CAP1_2, SRV2	adenylyl cyclase-associated protein
K17261	P40124	Mmus_ENSMUST00000106257	CAP1_2, SRV2	adenylyl cyclase-associated protein
K17262	Q9D1E6	Mmus_ENSMUST00000006254	TBCB, CKAP1, ALF1	tubulin-specific chaperone B
K17263	Q6ZQ38	Mmus_ENSMUST00000020315	CAND1, TIP120A	cullin-associated NEDD8-dissociated protein 1
K17264	Q9D1Q6	Mmus_ENSMUST00000030028	ERP44, TXNDC4	endoplasmic reticulum resident protein 44
K17265	P97855	Mmus_ENSMUST00000018727	G3BP1	Ras GTPase-activating protein-binding protein 1 [EC:5.6.2.5 5.6.2.3]
K17266	E9Q3X0	Mmus_ENSMUST00000165096	MVP	major vault protein
K17267	Q9QXK3	Mmus_ENSMUST00000048774	COPG	coatomer subunit gamma
K17267	Q9QZE5	Mmus_ENSMUST00000113607	COPG	coatomer subunit gamma
K17267	Q9QXK3	Mmus_ENSMUST00000166192	COPG	coatomer subunit gamma
K17268	O89079	Mmus_ENSMUST00000066469	COPE	coatomer subunit epsilon
K17269	P04370	Mmus_ENSMUST00000047865	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000062446	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000075372	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000091789	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000102812	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000114674	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000123251	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000132369	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000133193	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000142850	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000143506	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000152071	MBP	myelin basic protein
K17269	P04370	Mmus_ENSMUST00000153478	MBP	myelin basic protein
K17270	Q3UY21	Mmus_ENSMUST00000102665	MOG	myelin-oligodendrocyte glycoprotein
K17271	P60202	Mmus_ENSMUST00000033800	PLP1	myelin proteolipid protein
K17271	P60202	Mmus_ENSMUST00000113085	PLP1	myelin proteolipid protein
K17272	Q91XV3	Mmus_ENSMUST00000058845	BASP1	brain acid soluble protein 1
K17273	A1YIY0	Mmus_ENSMUST00000094303	FCRL6	Fc receptor-like protein 6
K17274	P08207	Mmus_ENSMUST00000045756	S100A10	protein S100-A10
K17274	P08207	Mmus_ENSMUST00000170612	S100A10	protein S100-A10
K17275	Q3V0K9	Mmus_ENSMUST00000093800	PLS1	plastin-1
K17276	Q61233	Mmus_ENSMUST00000124499	LCP1, PLS2	plastin-2
K17276	Q61233	Mmus_ENSMUST00000131802	LCP1, PLS2	plastin-2
K17276	Q61233	Mmus_ENSMUST00000145303	LCP1, PLS2	plastin-2
K17277	Q99K30	Mmus_ENSMUST00000026577	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q91WL0	Mmus_ENSMUST00000037375	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q08509	Mmus_ENSMUST00000058210	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q8R5F8	Mmus_ENSMUST00000086372	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q08509	Mmus_ENSMUST00000100841	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q08509	Mmus_ENSMUST00000111878	EPS8	epidermal growth factor receptor kinase substrate 8
K17277	Q8R5F8	Mmus_ENSMUST00000163893	EPS8	epidermal growth factor receptor kinase substrate 8
K17278	Q80UU9	Mmus_ENSMUST00000058578	PGRMC1_2	membrane-associated progesterone receptor component
K17278	O55022	Mmus_ENSMUST00000073339	PGRMC1_2	membrane-associated progesterone receptor component
K17279	G3X8R0	Mmus_ENSMUST00000006027	REEP5_6	receptor expression-enhancing protein 5/6
K17279	Q9JM62	Mmus_ENSMUST00000105354	REEP5_6	receptor expression-enhancing protein 5/6
K17279	Q9JM62	Mmus_ENSMUST00000105355	REEP5_6	receptor expression-enhancing protein 5/6
K17279	Q9JM62	Mmus_ENSMUST00000186864	REEP5_6	receptor expression-enhancing protein 5/6
K17280	A0A0B4J1E8	Mmus_ENSMUST00000032977	CHRDL2	chordin-like protein 2
K17282	P06796	Mmus_ENSMUST00000001667	CSN3	kappa-casein
K17282	P06796	Mmus_ENSMUST00000113267	CSN3	kappa-casein
K17282	P06796	Mmus_ENSMUST00000113271	CSN3	kappa-casein
K17283	P08071	Mmus_ENSMUST00000035077	LTF	lactotransferrin [EC:3.4.21.-]
K17284	P43883	Mmus_ENSMUST00000000466	PLIN2, ADRP	perilipin-2
K17285	P17563	Mmus_ENSMUST00000090839	SELENBP1	methanethiol oxidase [EC:1.8.3.4]
K17285	A0A0R4J135	Mmus_ENSMUST00000090848	SELENBP1	methanethiol oxidase [EC:1.8.3.4]
K17286	P54116	Mmus_ENSMUST00000028241	STOM	stomatin
K17287	Q91XT6	Mmus_ENSMUST00000110047	TC2N	tandem C2 domains nuclear protein
K17287	Q91XT6	Mmus_ENSMUST00000160830	TC2N	tandem C2 domains nuclear protein
K17287	Q91XT6	Mmus_ENSMUST00000162735	TC2N	tandem C2 domains nuclear protein
K17288	Q8BGV3	Mmus_ENSMUST00000058178	TACSTD2	tumor-associated calcium signal transducer 2
K17289	P22935	Mmus_ENSMUST00000005019	CRABP2	cellular retinoic acid-binding protein 2
K17290	Q9Z2G9	Mmus_ENSMUST00000085272	HTATIP2	oxidoreductase [EC:1.1.1.-]
K17291	Q3UZP0	Mmus_ENSMUST00000022137	MARVELD2	MARVEL domain-containing protein 2
K17291	Q3UZP0	Mmus_ENSMUST00000225754	MARVELD2	MARVEL domain-containing protein 2
K17292	P48428	Mmus_ENSMUST00000046644	TBCA	tubulin-specific chaperone A
K17293	Q9QY33	Mmus_ENSMUST00000034876	TSPAN3	tetraspanin-3
K17294	Q9DCK3	Mmus_ENSMUST00000026585	TSPAN4	tetraspanin-4
K17294	Q9DCK3	Mmus_ENSMUST00000117634	TSPAN4	tetraspanin-4
K17295	Q99L96	Mmus_ENSMUST00000087557	TSPAN6	tetraspanin-6
K17296	Q8QZY6	Mmus_ENSMUST00000047652	TSPAN14	tetraspanin-14
K17296	Q8QZY6	Mmus_ENSMUST00000224209	TSPAN14	tetraspanin-14
K17297	F7BWT7	Mmus_ENSMUST00000047883	TSPAN15	tetraspanin-15
K17298	P19467	Mmus_ENSMUST00000023520	MUC13	mucin-13
K17298	P19467	Mmus_ENSMUST00000115044	MUC13	mucin-13
K17299	Q9D4J9	Mmus_ENSMUST00000028113	POTE	POTE ankyrin domain family protein
K17300	Q07797	Mmus_ENSMUST00000043722	LGALS3BP	galectin-3-binding protein
K17301	Q9JIF7	Mmus_ENSMUST00000033012	COPB1, SEC26	coatomer subunit beta
K17302	O55029	Mmus_ENSMUST00000035033	COPB2, SEC27	coatomer subunit beta
K17303	Q2TA50	Mmus_ENSMUST00000025719	MLANA, MART1	melanoma antigen recognized by T-cells 1
K17304	Q60696	Mmus_ENSMUST00000054125	PMEL, SILV	melanocyte protein PMEL
K17305	Q01339	Mmus_ENSMUST00000000049	APOH, B2G1	beta-2-glycoprotein 1
K17306	Q9D7A8	Mmus_ENSMUST00000029125	ARMC1	armadillo repeat-containing protein 1
K17307	P37889	Mmus_ENSMUST00000041544	FBLN1_2	fibulin 1/2
K17307	Q08879	Mmus_ENSMUST00000057410	FBLN1_2	fibulin 1/2
K17307	Q08879	Mmus_ENSMUST00000109432	FBLN1_2	fibulin 1/2
K17307	P37889	Mmus_ENSMUST00000113498	FBLN1_2	fibulin 1/2
