Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G036351.t0	Ocupat_v02_G036351
Ocupat_v02_G036352.t0	Ocupat_v02_G036352
Ocupat_v02_G036352.t1	Ocupat_v02_G036352
Ocupat_v02_G036353.t0	Ocupat_v02_G036353
Ocupat_v02_G036354.t0	Ocupat_v02_G036354
Ocupat_v02_G036355.t0	Ocupat_v02_G036355
Ocupat_v02_G036356.t0	Ocupat_v02_G036356
Ocupat_v02_G036357.t0	Ocupat_v02_G036357
Ocupat_v02_G036358.t0	Ocupat_v02_G036358
Ocupat_v02_G036359.t0	Ocupat_v02_G036359
Ocupat_v02_G036360.t0	Ocupat_v02_G036360
Ocupat_v02_G036361.t0	Ocupat_v02_G036361
Ocupat_v02_G036362.t0	Ocupat_v02_G036362
Ocupat_v02_G036363.t0	Ocupat_v02_G036363
Ocupat_v02_G036366.t0	Ocupat_v02_G036366
Ocupat_v02_G036367.t0	Ocupat_v02_G036367
Ocupat_v02_G036368.t0	Ocupat_v02_G036368
Ocupat_v02_G036369.t0	Ocupat_v02_G036369
Ocupat_v02_G036371.t0	Ocupat_v02_G036371
Ocupat_v02_G036372.t0	Ocupat_v02_G036372
Ocupat_v02_G036373.t0	Ocupat_v02_G036373
Ocupat_v02_G036373.t1	Ocupat_v02_G036373
Ocupat_v02_G036374.t0	Ocupat_v02_G036374
Ocupat_v02_G036376.t0	Ocupat_v02_G036376
Ocupat_v02_G036382.t0	Ocupat_v02_G036382
Ocupat_v02_G036383.t0	Ocupat_v02_G036383
Ocupat_v02_G036384.t0	Ocupat_v02_G036384
Ocupat_v02_G036385.t0	Ocupat_v02_G036385
Ocupat_v02_G036386.t0	Ocupat_v02_G036386
Ocupat_v02_G036387.t0	Ocupat_v02_G036387
Ocupat_v02_G036388.t0	Ocupat_v02_G036388
Ocupat_v02_G036389.t0	Ocupat_v02_G036389
Ocupat_v02_G036389.t1	Ocupat_v02_G036389
Ocupat_v02_G036390.t0	Ocupat_v02_G036390
Ocupat_v02_G036391.t0	Ocupat_v02_G036391
Ocupat_v02_G036392.t0	Ocupat_v02_G036392
Ocupat_v02_G036393.t0	Ocupat_v02_G036393
Ocupat_v02_G036393.t1	Ocupat_v02_G036393
Ocupat_v02_G036393.t2	Ocupat_v02_G036393
Ocupat_v02_G036394.t0	Ocupat_v02_G036394
Ocupat_v02_G036395.t0	Ocupat_v02_G036395
Ocupat_v02_G036396.t0	Ocupat_v02_G036396
Ocupat_v02_G036398.t0	Ocupat_v02_G036398
Ocupat_v02_G036399.t0	Ocupat_v02_G036399
Ocupat_v02_G036399.t1	Ocupat_v02_G036399
Ocupat_v02_G036401.t0	Ocupat_v02_G036401
Ocupat_v02_G036402.t0	Ocupat_v02_G036402
Ocupat_v02_G036403.t0	Ocupat_v02_G036403
Ocupat_v02_G036404.t0	Ocupat_v02_G036404
Ocupat_v02_G036405.t0	Ocupat_v02_G036405
Ocupat_v02_G036406.t0	Ocupat_v02_G036406
Ocupat_v02_G036407.t0	Ocupat_v02_G036407
Ocupat_v02_G036408.t0	Ocupat_v02_G036408
Ocupat_v02_G036409.t0	Ocupat_v02_G036409
Ocupat_v02_G036409.t1	Ocupat_v02_G036409
Ocupat_v02_G036410.t0	Ocupat_v02_G036410
Ocupat_v02_G036411.t0	Ocupat_v02_G036411
Ocupat_v02_G036412.t0	Ocupat_v02_G036412
Ocupat_v02_G036413.t0	Ocupat_v02_G036413
Ocupat_v02_G036414.t0	Ocupat_v02_G036414
Ocupat_v02_G036415.t0	Ocupat_v02_G036415
Ocupat_v02_G036416.t0	Ocupat_v02_G036416
Ocupat_v02_G036416.t1	Ocupat_v02_G036416
Ocupat_v02_G036417.t0	Ocupat_v02_G036417
Ocupat_v02_G036418.t0	Ocupat_v02_G036418
Ocupat_v02_G036419.t0	Ocupat_v02_G036419
Ocupat_v02_G036419.t1	Ocupat_v02_G036419
Ocupat_v02_G036420.t0	Ocupat_v02_G036420
Ocupat_v02_G036421.t0	Ocupat_v02_G036421
Ocupat_v02_G036422.t0	Ocupat_v02_G036422
Ocupat_v02_G036423.t0	Ocupat_v02_G036423
Ocupat_v02_G036423.t1	Ocupat_v02_G036423
Ocupat_v02_G036423.t2	Ocupat_v02_G036423
Ocupat_v02_G036424.t0	Ocupat_v02_G036424
Ocupat_v02_G036424.t1	Ocupat_v02_G036424
Ocupat_v02_G036425.t0	Ocupat_v02_G036425
Ocupat_v02_G036425.t1	Ocupat_v02_G036425
Ocupat_v02_G036426.t0	Ocupat_v02_G036426
Ocupat_v02_G036427.t0	Ocupat_v02_G036427
Ocupat_v02_G036428.t0	Ocupat_v02_G036428
Ocupat_v02_G036429.t0	Ocupat_v02_G036429
Ocupat_v02_G036430.t0	Ocupat_v02_G036430
Ocupat_v02_G036431.t0	Ocupat_v02_G036431
Ocupat_v02_G036431.t1	Ocupat_v02_G036431
Ocupat_v02_G036432.t0	Ocupat_v02_G036432
Ocupat_v02_G036432.t1	Ocupat_v02_G036432
Ocupat_v02_G036433.t0	Ocupat_v02_G036433
Ocupat_v02_G036434.t0	Ocupat_v02_G036434
Ocupat_v02_G036434.t1	Ocupat_v02_G036434
Ocupat_v02_G036435.t0	Ocupat_v02_G036435
Ocupat_v02_G036436.t0	Ocupat_v02_G036436
Ocupat_v02_G036437.t0	Ocupat_v02_G036437
Ocupat_v02_G036438.t0	Ocupat_v02_G036438
Ocupat_v02_G036439.t0	Ocupat_v02_G036439
Ocupat_v02_G036440.t0	Ocupat_v02_G036440
Ocupat_v02_G036440.t1	Ocupat_v02_G036440
Ocupat_v02_G036440.t2	Ocupat_v02_G036440
Ocupat_v02_G036441.t0	Ocupat_v02_G036441
Ocupat_v02_G036442.t0	Ocupat_v02_G036442
Ocupat_v02_G036443.t0	Ocupat_v02_G036443
Ocupat_v02_G036444.t0	Ocupat_v02_G036444
Ocupat_v02_G036445.t0	Ocupat_v02_G036445
Ocupat_v02_G036446.t0	Ocupat_v02_G036446
Ocupat_v02_G036447.t0	Ocupat_v02_G036447
Ocupat_v02_G036448.t0	Ocupat_v02_G036448
Ocupat_v02_G036449.t0	Ocupat_v02_G036449
Ocupat_v02_G036450.t0	Ocupat_v02_G036450
Ocupat_v02_G036451.t0	Ocupat_v02_G036451
Ocupat_v02_G036452.t0	Ocupat_v02_G036452
Ocupat_v02_G036453.t0	Ocupat_v02_G036453
Ocupat_v02_G036454.t0	Ocupat_v02_G036454
Ocupat_v02_G036454.t1	Ocupat_v02_G036454
Ocupat_v02_G036456.t0	Ocupat_v02_G036456
Ocupat_v02_G036457.t0	Ocupat_v02_G036457
Ocupat_v02_G036458.t0	Ocupat_v02_G036458
Ocupat_v02_G036459.t0	Ocupat_v02_G036459
Ocupat_v02_G036460.t0	Ocupat_v02_G036460
Ocupat_v02_G036461.t0	Ocupat_v02_G036461
Ocupat_v02_G036462.t0	Ocupat_v02_G036462
Ocupat_v02_G036463.t0	Ocupat_v02_G036463
Ocupat_v02_G036464.t0	Ocupat_v02_G036464
Ocupat_v02_G036465.t0	Ocupat_v02_G036465
Ocupat_v02_G036466.t0	Ocupat_v02_G036466
Ocupat_v02_G036467.t0	Ocupat_v02_G036467
Ocupat_v02_G036468.t0	Ocupat_v02_G036468
Ocupat_v02_G036469.t0	Ocupat_v02_G036469
Ocupat_v02_G036470.t0	Ocupat_v02_G036470
Ocupat_v02_G036471.t0	Ocupat_v02_G036471
Ocupat_v02_G036472.t0	Ocupat_v02_G036472
Ocupat_v02_G036473.t0	Ocupat_v02_G036473
Ocupat_v02_G036474.t0	Ocupat_v02_G036474
Ocupat_v02_G036475.t0	Ocupat_v02_G036475
Ocupat_v02_G036476.t0	Ocupat_v02_G036476
Ocupat_v02_G036477.t0	Ocupat_v02_G036477
Ocupat_v02_G036478.t0	Ocupat_v02_G036478
Ocupat_v02_G036479.t0	Ocupat_v02_G036479
Ocupat_v02_G036480.t0	Ocupat_v02_G036480
Ocupat_v02_G036481.t0	Ocupat_v02_G036481
Ocupat_v02_G036482.t0	Ocupat_v02_G036482
Ocupat_v02_G036483.t0	Ocupat_v02_G036483
Ocupat_v02_G036484.t0	Ocupat_v02_G036484
Ocupat_v02_G036485.t0	Ocupat_v02_G036485
Ocupat_v02_G036486.t0	Ocupat_v02_G036486
Ocupat_v02_G036487.t0	Ocupat_v02_G036487
Ocupat_v02_G036488.t0	Ocupat_v02_G036488
Ocupat_v02_G036489.t0	Ocupat_v02_G036489
Ocupat_v02_G036490.t0	Ocupat_v02_G036490
Ocupat_v02_G036490.t1	Ocupat_v02_G036490
Ocupat_v02_G036491.t0	Ocupat_v02_G036491
Ocupat_v02_G036492.t0	Ocupat_v02_G036492
Ocupat_v02_G036493.t0	Ocupat_v02_G036493
Ocupat_v02_G036494.t0	Ocupat_v02_G036494
Ocupat_v02_G036495.t0	Ocupat_v02_G036495
Ocupat_v02_G036496.t0	Ocupat_v02_G036496
Ocupat_v02_G036497.t0	Ocupat_v02_G036497
Ocupat_v02_G036498.t0	Ocupat_v02_G036498
Ocupat_v02_G036499.t0	Ocupat_v02_G036499
Ocupat_v02_G036500.t0	Ocupat_v02_G036500
Ocupat_v02_G036501.t0	Ocupat_v02_G036501
Ocupat_v02_G036505.t0	Ocupat_v02_G036505
Ocupat_v02_G036506.t0	Ocupat_v02_G036506
Ocupat_v02_G036507.t0	Ocupat_v02_G036507
Ocupat_v02_G036508.t0	Ocupat_v02_G036508
Ocupat_v02_G036509.t0	Ocupat_v02_G036509
Ocupat_v02_G036510.t0	Ocupat_v02_G036510
Ocupat_v02_G036511.t0	Ocupat_v02_G036511
Ocupat_v02_G036512.t0	Ocupat_v02_G036512
Ocupat_v02_G036512.t1	Ocupat_v02_G036512
Ocupat_v02_G036513.t0	Ocupat_v02_G036513
Ocupat_v02_G036515.t0	Ocupat_v02_G036515
Ocupat_v02_G036516.t0	Ocupat_v02_G036516
Ocupat_v02_G036518.t0	Ocupat_v02_G036518
Ocupat_v02_G036519.t0	Ocupat_v02_G036519
Ocupat_v02_G036520.t0	Ocupat_v02_G036520
Ocupat_v02_G036521.t0	Ocupat_v02_G036521
Ocupat_v02_G036522.t0	Ocupat_v02_G036522
Ocupat_v02_G036523.t0	Ocupat_v02_G036523
Ocupat_v02_G036524.t0	Ocupat_v02_G036524
Ocupat_v02_G036524.t1	Ocupat_v02_G036524
Ocupat_v02_G036524.t2	Ocupat_v02_G036524
Ocupat_v02_G036526.t0	Ocupat_v02_G036526
Ocupat_v02_G036527.t0	Ocupat_v02_G036527
Ocupat_v02_G036528.t0	Ocupat_v02_G036528
Ocupat_v02_G036529.t0	Ocupat_v02_G036529
Ocupat_v02_G036530.t0	Ocupat_v02_G036530
Ocupat_v02_G036531.t0	Ocupat_v02_G036531
Ocupat_v02_G036532.t0	Ocupat_v02_G036532
Ocupat_v02_G036533.t0	Ocupat_v02_G036533
Ocupat_v02_G036535.t0	Ocupat_v02_G036535
Ocupat_v02_G036536.t0	Ocupat_v02_G036536
Ocupat_v02_G036536.t1	Ocupat_v02_G036536
Ocupat_v02_G036536.t2	Ocupat_v02_G036536
Ocupat_v02_G036537.t0	Ocupat_v02_G036537
Ocupat_v02_G036537.t1	Ocupat_v02_G036537
Ocupat_v02_G036538.t0	Ocupat_v02_G036538
Ocupat_v02_G036539.t0	Ocupat_v02_G036539
Ocupat_v02_G036540.t0	Ocupat_v02_G036540
Ocupat_v02_G036541.t0	Ocupat_v02_G036541
Ocupat_v02_G036541.t1	Ocupat_v02_G036541
Ocupat_v02_G036542.t0	Ocupat_v02_G036542
Ocupat_v02_G036544.t0	Ocupat_v02_G036544
Ocupat_v02_G036545.t0	Ocupat_v02_G036545
Ocupat_v02_G036546.t0	Ocupat_v02_G036546
Ocupat_v02_G036546.t1	Ocupat_v02_G036546
Ocupat_v02_G036547.t0	Ocupat_v02_G036547
Ocupat_v02_G036548.t0	Ocupat_v02_G036548
Ocupat_v02_G036549.t0	Ocupat_v02_G036549
Ocupat_v02_G036549.t1	Ocupat_v02_G036549
Ocupat_v02_G036550.t0	Ocupat_v02_G036550
Ocupat_v02_G036552.t0	Ocupat_v02_G036552
Ocupat_v02_G036555.t0	Ocupat_v02_G036555
Ocupat_v02_G036556.t0	Ocupat_v02_G036556
Ocupat_v02_G036557.t0	Ocupat_v02_G036557
Ocupat_v02_G036557.t1	Ocupat_v02_G036557
Ocupat_v02_G036558.t0	Ocupat_v02_G036558
Ocupat_v02_G036559.t0	Ocupat_v02_G036559
Ocupat_v02_G036560.t0	Ocupat_v02_G036560
Ocupat_v02_G036560.t1	Ocupat_v02_G036560
Ocupat_v02_G036561.t0	Ocupat_v02_G036561
Ocupat_v02_G036562.t0	Ocupat_v02_G036562
Ocupat_v02_G036563.t0	Ocupat_v02_G036563
Ocupat_v02_G036564.t0	Ocupat_v02_G036564
Ocupat_v02_G036565.t0	Ocupat_v02_G036565
Ocupat_v02_G036565.t1	Ocupat_v02_G036565
Ocupat_v02_G036565.t2	Ocupat_v02_G036565
Ocupat_v02_G036566.t0	Ocupat_v02_G036566
Ocupat_v02_G036567.t0	Ocupat_v02_G036567
Ocupat_v02_G036569.t0	Ocupat_v02_G036569
Ocupat_v02_G036570.t0	Ocupat_v02_G036570
Ocupat_v02_G036572.t0	Ocupat_v02_G036572
Ocupat_v02_G036574.t0	Ocupat_v02_G036574
Ocupat_v02_G036575.t0	Ocupat_v02_G036575
Ocupat_v02_G036576.t0	Ocupat_v02_G036576
Ocupat_v02_G036578.t0	Ocupat_v02_G036578
Ocupat_v02_G036579.t0	Ocupat_v02_G036579
Ocupat_v02_G036580.t0	Ocupat_v02_G036580
Ocupat_v02_G036581.t0	Ocupat_v02_G036581
Ocupat_v02_G036582.t0	Ocupat_v02_G036582
Ocupat_v02_G036583.t0	Ocupat_v02_G036583
Ocupat_v02_G036584.t0	Ocupat_v02_G036584
Ocupat_v02_G036585.t0	Ocupat_v02_G036585
Ocupat_v02_G036585.t1	Ocupat_v02_G036585
Ocupat_v02_G036586.t0	Ocupat_v02_G036586
Ocupat_v02_G036587.t0	Ocupat_v02_G036587
Ocupat_v02_G036588.t0	Ocupat_v02_G036588
Ocupat_v02_G036588.t1	Ocupat_v02_G036588
Ocupat_v02_G036589.t0	Ocupat_v02_G036589
Ocupat_v02_G036589.t1	Ocupat_v02_G036589
Ocupat_v02_G036590.t0	Ocupat_v02_G036590
Ocupat_v02_G036591.t0	Ocupat_v02_G036591
Ocupat_v02_G036591.t1	Ocupat_v02_G036591
Ocupat_v02_G036591.t2	Ocupat_v02_G036591
Ocupat_v02_G036591.t3	Ocupat_v02_G036591
Ocupat_v02_G036592.t0	Ocupat_v02_G036592
Ocupat_v02_G036592.t1	Ocupat_v02_G036592
Ocupat_v02_G036592.t2	Ocupat_v02_G036592
Ocupat_v02_G036592.t3	Ocupat_v02_G036592
Ocupat_v02_G036593.t0	Ocupat_v02_G036593
Ocupat_v02_G036594.t0	Ocupat_v02_G036594
Ocupat_v02_G036595.t0	Ocupat_v02_G036595
Ocupat_v02_G036595.t1	Ocupat_v02_G036595
Ocupat_v02_G036596.t0	Ocupat_v02_G036596
Ocupat_v02_G036598.t0	Ocupat_v02_G036598
Ocupat_v02_G036599.t0	Ocupat_v02_G036599
Ocupat_v02_G036600.t0	Ocupat_v02_G036600
Ocupat_v02_G036603.t0	Ocupat_v02_G036603
Ocupat_v02_G036604.t0	Ocupat_v02_G036604
Ocupat_v02_G036605.t0	Ocupat_v02_G036605
Ocupat_v02_G036606.t0	Ocupat_v02_G036606
Ocupat_v02_G036606.t1	Ocupat_v02_G036606
Ocupat_v02_G036606.t2	Ocupat_v02_G036606
Ocupat_v02_G036607.t0	Ocupat_v02_G036607
Ocupat_v02_G036608.t0	Ocupat_v02_G036608
Ocupat_v02_G036609.t0	Ocupat_v02_G036609
Ocupat_v02_G036611.t0	Ocupat_v02_G036611
Ocupat_v02_G036612.t0	Ocupat_v02_G036612
Ocupat_v02_G036612.t1	Ocupat_v02_G036612
Ocupat_v02_G036613.t0	Ocupat_v02_G036613
Ocupat_v02_G036614.t0	Ocupat_v02_G036614
Ocupat_v02_G036615.t0	Ocupat_v02_G036615
Ocupat_v02_G036616.t0	Ocupat_v02_G036616
Ocupat_v02_G036618.t0	Ocupat_v02_G036618
Ocupat_v02_G036619.t0	Ocupat_v02_G036619
Ocupat_v02_G036620.t0	Ocupat_v02_G036620
Ocupat_v02_G036621.t0	Ocupat_v02_G036621
Ocupat_v02_G036622.t0	Ocupat_v02_G036622
Ocupat_v02_G036623.t0	Ocupat_v02_G036623
Ocupat_v02_G036624.t0	Ocupat_v02_G036624
Ocupat_v02_G036625.t0	Ocupat_v02_G036625
Ocupat_v02_G036626.t0	Ocupat_v02_G036626
Ocupat_v02_G036627.t0	Ocupat_v02_G036627
Ocupat_v02_G036628.t0	Ocupat_v02_G036628
Ocupat_v02_G036629.t0	Ocupat_v02_G036629
Ocupat_v02_G036630.t0	Ocupat_v02_G036630
Ocupat_v02_G036631.t0	Ocupat_v02_G036631
Ocupat_v02_G036632.t0	Ocupat_v02_G036632
Ocupat_v02_G036633.t0	Ocupat_v02_G036633
Ocupat_v02_G036635.t0	Ocupat_v02_G036635
Ocupat_v02_G036636.t0	Ocupat_v02_G036636
Ocupat_v02_G036637.t0	Ocupat_v02_G036637
Ocupat_v02_G036638.t0	Ocupat_v02_G036638
Ocupat_v02_G036639.t0	Ocupat_v02_G036639
Ocupat_v02_G036640.t0	Ocupat_v02_G036640
Ocupat_v02_G036641.t0	Ocupat_v02_G036641
Ocupat_v02_G036642.t0	Ocupat_v02_G036642
Ocupat_v02_G036643.t0	Ocupat_v02_G036643
Ocupat_v02_G036643.t1	Ocupat_v02_G036643
Ocupat_v02_G036644.t0	Ocupat_v02_G036644
Ocupat_v02_G036645.t0	Ocupat_v02_G036645
Ocupat_v02_G036645.t1	Ocupat_v02_G036645
Ocupat_v02_G036646.t0	Ocupat_v02_G036646
Ocupat_v02_G036647.t0	Ocupat_v02_G036647
Ocupat_v02_G036648.t0	Ocupat_v02_G036648
Ocupat_v02_G036648.t1	Ocupat_v02_G036648
Ocupat_v02_G036649.t0	Ocupat_v02_G036649
Ocupat_v02_G036650.t0	Ocupat_v02_G036650
Ocupat_v02_G036651.t0	Ocupat_v02_G036651
Ocupat_v02_G036652.t0	Ocupat_v02_G036652
Ocupat_v02_G036653.t0	Ocupat_v02_G036653
Ocupat_v02_G036654.t0	Ocupat_v02_G036654
Ocupat_v02_G036656.t0	Ocupat_v02_G036656
Ocupat_v02_G036657.t0	Ocupat_v02_G036657
Ocupat_v02_G036658.t0	Ocupat_v02_G036658
Ocupat_v02_G036659.t0	Ocupat_v02_G036659
Ocupat_v02_G036660.t0	Ocupat_v02_G036660
Ocupat_v02_G036660.t1	Ocupat_v02_G036660
Ocupat_v02_G036661.t0	Ocupat_v02_G036661
Ocupat_v02_G036662.t0	Ocupat_v02_G036662
Ocupat_v02_G036664.t0	Ocupat_v02_G036664
Ocupat_v02_G036665.t0	Ocupat_v02_G036665
Ocupat_v02_G036666.t0	Ocupat_v02_G036666
Ocupat_v02_G036667.t0	Ocupat_v02_G036667
Ocupat_v02_G036668.t0	Ocupat_v02_G036668
Ocupat_v02_G036669.t0	Ocupat_v02_G036669
Ocupat_v02_G036670.t0	Ocupat_v02_G036670
Ocupat_v02_G036671.t0	Ocupat_v02_G036671
Ocupat_v02_G036672.t0	Ocupat_v02_G036672
Ocupat_v02_G036672.t1	Ocupat_v02_G036672
Ocupat_v02_G036673.t0	Ocupat_v02_G036673
Ocupat_v02_G036674.t0	Ocupat_v02_G036674
Ocupat_v02_G036675.t0	Ocupat_v02_G036675
Ocupat_v02_G036676.t0	Ocupat_v02_G036676
Ocupat_v02_G036677.t0	Ocupat_v02_G036677
Ocupat_v02_G036678.t0	Ocupat_v02_G036678
Ocupat_v02_G036679.t0	Ocupat_v02_G036679
Ocupat_v02_G036680.t0	Ocupat_v02_G036680
Ocupat_v02_G036681.t0	Ocupat_v02_G036681
Ocupat_v02_G036682.t0	Ocupat_v02_G036682
Ocupat_v02_G036683.t0	Ocupat_v02_G036683
Ocupat_v02_G036684.t0	Ocupat_v02_G036684
Ocupat_v02_G036685.t0	Ocupat_v02_G036685
Ocupat_v02_G036686.t0	Ocupat_v02_G036686
Ocupat_v02_G036686.t1	Ocupat_v02_G036686
Ocupat_v02_G036688.t0	Ocupat_v02_G036688
Ocupat_v02_G036689.t0	Ocupat_v02_G036689
Ocupat_v02_G036689.t1	Ocupat_v02_G036689
Ocupat_v02_G036690.t0	Ocupat_v02_G036690
Ocupat_v02_G036691.t0	Ocupat_v02_G036691
Ocupat_v02_G036692.t0	Ocupat_v02_G036692
Ocupat_v02_G036693.t0	Ocupat_v02_G036693
Ocupat_v02_G036694.t0	Ocupat_v02_G036694
Ocupat_v02_G036695.t0	Ocupat_v02_G036695
Ocupat_v02_G036696.t0	Ocupat_v02_G036696
Ocupat_v02_G036697.t0	Ocupat_v02_G036697
Ocupat_v02_G036699.t0	Ocupat_v02_G036699
Ocupat_v02_G036700.t0	Ocupat_v02_G036700
Ocupat_v02_G036701.t0	Ocupat_v02_G036701
Ocupat_v02_G036702.t0	Ocupat_v02_G036702
Ocupat_v02_G036703.t0	Ocupat_v02_G036703
Ocupat_v02_G036705.t0	Ocupat_v02_G036705
Ocupat_v02_G036706.t0	Ocupat_v02_G036706
Ocupat_v02_G036707.t0	Ocupat_v02_G036707
Ocupat_v02_G036708.t0	Ocupat_v02_G036708
Ocupat_v02_G036709.t0	Ocupat_v02_G036709
Ocupat_v02_G036710.t0	Ocupat_v02_G036710
Ocupat_v02_G036712.t0	Ocupat_v02_G036712
Ocupat_v02_G036713.t0	Ocupat_v02_G036713
Ocupat_v02_G036713.t1	Ocupat_v02_G036713
Ocupat_v02_G036713.t2	Ocupat_v02_G036713
Ocupat_v02_G036714.t0	Ocupat_v02_G036714
Ocupat_v02_G036715.t0	Ocupat_v02_G036715
Ocupat_v02_G036716.t0	Ocupat_v02_G036716
Ocupat_v02_G036717.t0	Ocupat_v02_G036717
Ocupat_v02_G036718.t0	Ocupat_v02_G036718
Ocupat_v02_G036719.t0	Ocupat_v02_G036719
Ocupat_v02_G036720.t0	Ocupat_v02_G036720
Ocupat_v02_G036721.t0	Ocupat_v02_G036721
Ocupat_v02_G036721.t1	Ocupat_v02_G036721
Ocupat_v02_G036721.t2	Ocupat_v02_G036721
Ocupat_v02_G036722.t0	Ocupat_v02_G036722
Ocupat_v02_G036723.t0	Ocupat_v02_G036723
Ocupat_v02_G036724.t0	Ocupat_v02_G036724
Ocupat_v02_G036729.t0	Ocupat_v02_G036729
Ocupat_v02_G036730.t0	Ocupat_v02_G036730
Ocupat_v02_G036732.t0	Ocupat_v02_G036732
Ocupat_v02_G036736.t0	Ocupat_v02_G036736
Ocupat_v02_G036737.t0	Ocupat_v02_G036737
Ocupat_v02_G036739.t0	Ocupat_v02_G036739
Ocupat_v02_G036741.t0	Ocupat_v02_G036741
Ocupat_v02_G036744.t0	Ocupat_v02_G036744
Ocupat_v02_G036746.t0	Ocupat_v02_G036746
Ocupat_v02_G036747.t0	Ocupat_v02_G036747
Ocupat_v02_G036748.t0	Ocupat_v02_G036748
Ocupat_v02_G036749.t0	Ocupat_v02_G036749
Ocupat_v02_G036750.t0	Ocupat_v02_G036750
Ocupat_v02_G036751.t0	Ocupat_v02_G036751
Ocupat_v02_G036752.t0	Ocupat_v02_G036752
Ocupat_v02_G036753.t0	Ocupat_v02_G036753
Ocupat_v02_G036754.t0	Ocupat_v02_G036754
Ocupat_v02_G036755.t0	Ocupat_v02_G036755
Ocupat_v02_G036756.t0	Ocupat_v02_G036756
Ocupat_v02_G036757.t0	Ocupat_v02_G036757
Ocupat_v02_G036757.t1	Ocupat_v02_G036757
Ocupat_v02_G036758.t0	Ocupat_v02_G036758
Ocupat_v02_G036759.t0	Ocupat_v02_G036759
Ocupat_v02_G036760.t0	Ocupat_v02_G036760
Ocupat_v02_G036761.t0	Ocupat_v02_G036761
Ocupat_v02_G036763.t0	Ocupat_v02_G036763
Ocupat_v02_G036764.t0	Ocupat_v02_G036764
Ocupat_v02_G036765.t0	Ocupat_v02_G036765
Ocupat_v02_G036766.t0	Ocupat_v02_G036766
Ocupat_v02_G036767.t0	Ocupat_v02_G036767
Ocupat_v02_G036768.t0	Ocupat_v02_G036768
Ocupat_v02_G036769.t0	Ocupat_v02_G036769
Ocupat_v02_G036769.t1	Ocupat_v02_G036769
Ocupat_v02_G036770.t0	Ocupat_v02_G036770
Ocupat_v02_G036771.t0	Ocupat_v02_G036771
Ocupat_v02_G036772.t0	Ocupat_v02_G036772
Ocupat_v02_G036773.t0	Ocupat_v02_G036773
Ocupat_v02_G036773.t1	Ocupat_v02_G036773
Ocupat_v02_G036773.t2	Ocupat_v02_G036773
Ocupat_v02_G036774.t0	Ocupat_v02_G036774
Ocupat_v02_G036775.t0	Ocupat_v02_G036775
Ocupat_v02_G036776.t0	Ocupat_v02_G036776
Ocupat_v02_G036777.t0	Ocupat_v02_G036777
Ocupat_v02_G036777.t1	Ocupat_v02_G036777
Ocupat_v02_G036777.t2	Ocupat_v02_G036777
Ocupat_v02_G036778.t0	Ocupat_v02_G036778
Ocupat_v02_G036779.t0	Ocupat_v02_G036779
Ocupat_v02_G036780.t0	Ocupat_v02_G036780
Ocupat_v02_G036781.t0	Ocupat_v02_G036781
Ocupat_v02_G036782.t0	Ocupat_v02_G036782
Ocupat_v02_G036783.t0	Ocupat_v02_G036783
Ocupat_v02_G036784.t0	Ocupat_v02_G036784
Ocupat_v02_G036785.t0	Ocupat_v02_G036785
Ocupat_v02_G036786.t0	Ocupat_v02_G036786
Ocupat_v02_G036786.t1	Ocupat_v02_G036786
Ocupat_v02_G036787.t0	Ocupat_v02_G036787
Ocupat_v02_G036788.t0	Ocupat_v02_G036788
Ocupat_v02_G036789.t0	Ocupat_v02_G036789
Ocupat_v02_G036789.t1	Ocupat_v02_G036789
Ocupat_v02_G036790.t0	Ocupat_v02_G036790
Ocupat_v02_G036791.t0	Ocupat_v02_G036791
Ocupat_v02_G036792.t0	Ocupat_v02_G036792
Ocupat_v02_G036793.t0	Ocupat_v02_G036793
Ocupat_v02_G036794.t0	Ocupat_v02_G036794
Ocupat_v02_G036795.t0	Ocupat_v02_G036795
Ocupat_v02_G036796.t0	Ocupat_v02_G036796
Ocupat_v02_G036797.t0	Ocupat_v02_G036797
Ocupat_v02_G036798.t0	Ocupat_v02_G036798
Ocupat_v02_G036801.t0	Ocupat_v02_G036801
Ocupat_v02_G036802.t0	Ocupat_v02_G036802
Ocupat_v02_G036803.t0	Ocupat_v02_G036803
Ocupat_v02_G036804.t0	Ocupat_v02_G036804
Ocupat_v02_G036805.t0	Ocupat_v02_G036805
Ocupat_v02_G036806.t0	Ocupat_v02_G036806
Ocupat_v02_G036807.t0	Ocupat_v02_G036807
Ocupat_v02_G036808.t0	Ocupat_v02_G036808
Ocupat_v02_G036809.t0	Ocupat_v02_G036809
Ocupat_v02_G036811.t0	Ocupat_v02_G036811
Ocupat_v02_G036812.t0	Ocupat_v02_G036812
Ocupat_v02_G036812.t1	Ocupat_v02_G036812
Ocupat_v02_G036813.t0	Ocupat_v02_G036813
Ocupat_v02_G036814.t0	Ocupat_v02_G036814
Ocupat_v02_G036815.t0	Ocupat_v02_G036815
Ocupat_v02_G036815.t1	Ocupat_v02_G036815
Ocupat_v02_G036816.t0	Ocupat_v02_G036816
Ocupat_v02_G036817.t0	Ocupat_v02_G036817
Ocupat_v02_G036819.t0	Ocupat_v02_G036819
Ocupat_v02_G036819.t1	Ocupat_v02_G036819
Ocupat_v02_G036820.t0	Ocupat_v02_G036820
