Exapal_XM_021036134.2		
Exapal_XM_021036135.2	methionine_sulfoxide_reductase_B2	SelR/
Exapal_XM_028661744.1	spen_family_transcriptional_repressor	RRM_1/RRM_1/RRM_1/SPOC/
Exapal_XM_028661745.1	LON_peptidase_N_terminal_domain_and_ring_finger_3	LON_substr_bdg/
Exapal_XM_028661746.1		TPR_10/TPR_12/
Exapal_XM_028661747.1		
Exapal_XM_028661748.1		Integrase_H2C2/DUF5641/
Exapal_XM_028661749.1		
Exapal_XM_028661750.1		
Exapal_XM_028661751.1	THAP_domain_containing_2	THAP/HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_028661752.1	SET_binding_factor_2	DENN/
Exapal_XM_028661753.1		
Exapal_XM_028661754.1		
Exapal_XM_028661755.1		
Exapal_XM_028661756.1		
Exapal_XM_028661757.1	tigger_transposable_element_derived_6	CENP-B_N/HTH_Tnp_Tc5/DDE_1/
Exapal_XM_028661758.1		
Exapal_XM_028661759.1		
Exapal_XM_028661760.1	collagen_type_VI_alpha_5_chain	VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/Kazal_2/VWA/
Exapal_XM_028661761.1	agrin	Kazal_1/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Laminin_G_1/Laminin_G_1/EGF/VWA/
Exapal_XM_028661762.1	agrin	VWA/Kazal_2/VWA/GON/VWA/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_1/Kazal_1/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Kazal_1/
Exapal_XM_028661763.1	tachykinin_receptor_1	7tm_1/
Exapal_XM_028661764.1		MACPF/
Exapal_XM_028661765.1		ApeC/
Exapal_XM_028661767.1		
Exapal_XM_028661768.1	novel_protein	CLN3/
Exapal_XM_028661770.1		
Exapal_XM_028661772.1		Transposase_21/
Exapal_XM_028661773.1	chromosome_14_open_reading_frame_93	DUF4616/
Exapal_XM_028661774.1		
Exapal_XM_028661775.1	RecQ_like_helicase_4	Helicase_C/
Exapal_XM_028661776.1	ETHE1_persulfide_dioxygenase	Lactamase_B/Lactamase_B/
Exapal_XM_028661777.1	tectonic_family_member_1	DUF1619/
Exapal_XM_028661778.1	tachykinin_receptor_2	7tm_1/
Exapal_XM_028661779.1	aquaporin_3_Gill_blood_group	MIP/
Exapal_XM_028661780.1	tectonic_family_member_3	DUF1619/
Exapal_XM_028661781.1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	Trypsin/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/Sushi/
Exapal_XM_028661784.1	sphingosine_1_phosphate_receptor_1	7tm_1/
Exapal_XM_028661788.1		Syntaxin_2/
Exapal_XM_028661793.1	transcription_factor_24	HLH/
Exapal_XM_028661794.1	pyroglutamylated_RFamide_peptide_receptor	7tm_1/
Exapal_XM_028661795.1		HLH/
Exapal_XM_028661796.1	alpha_1_4_galactosyltransferase_P_blood_group	PS_pyruv_trans/Gly_transf_sug/Gb3_synth/
Exapal_XM_028661799.1	amine_oxidase_copper_containing_1	Cu_amine_oxid/
Exapal_XM_028661800.1	gem_nuclear_organelle_associated_protein_5	WD40/WD40/WD40/WD40/
Exapal_XM_028661802.1		
Exapal_XM_028661803.1		
Exapal_XM_028661806.1	THAP_domain_containing_2	THAP/HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_028661807.1		DNA_pol_B_2/
Exapal_XM_028661808.1		zf-H2C2_2/zf-C2H2/
Exapal_XM_028661809.1	dynein_axonemal_heavy_chain_3	DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Exapal_XM_028661811.1	cholinergic_receptor_nicotinic_alpha_7_subunit	Neur_chan_LBD/Neur_chan_memb/
Exapal_XM_028661812.1	ataxin_10	Atx10homo_assoc/
Exapal_XM_028661814.1	pleckstrin_2	PH/DEP/DEP/
Exapal_XM_028661815.1	amine_oxidase_copper_containing_3	Cu_amine_oxidN2/DUF1965/
Exapal_XM_028661816.1	DEAD_box_helicase_53	zf-C2H2/zf-C2H2/DEAD/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_028661819.1		
Exapal_XM_028661822.1	carbohydrate_sulfotransferase_11	Sulfotransfer_2/
Exapal_XM_028661823.1	angiopoietin_like_7	Collagen/Ig_3/Ig_3/Ig_3/Fibrinogen_C/
Exapal_XM_028661824.1	HECT_UBA_and_WWE_domain_containing_E3_ubiquitin_protein_ligase_1	
Exapal_XM_028661825.1	THAP_domain_containing_11	THAP/HTH_Tnp_4/
Exapal_XM_028661826.1		
Exapal_XM_028661829.1	F_box_and_leucine_rich_repeat_protein_14	F-box-like/
Exapal_XM_028661830.1	coagulation_factor_IX	PAN_1/
Exapal_XM_028661832.1	cubilin	EGF/
Exapal_XM_028661833.1		SAP/YqaJ/
Exapal_XM_028661834.1	DS_cell_adhesion_molecule_like_1	EGF_CA/EGF_CA/EGF_CA/FXa_inhibition/cEGF/EGF_CA/EGF/Ig_3/Ig_3/fn3/fn3/
Exapal_XM_028661835.1	PIF1_5_to_3_DNA_helicase	PIF1/
Exapal_XM_028661836.1		
Exapal_XM_028661837.1	ectonucleoside_triphosphate_diphosphohydrolase_1	GDA1_CD39/
Exapal_XM_028661838.1		VWA/
Exapal_XM_028661840.1	acid_sensing_ion_channel_subunit_1	ASC/ASC/
Exapal_XM_028661842.1	thrombospondin_type_1_domain_containing_7B	TSP_1/
Exapal_XM_028661843.1		
Exapal_XM_028661844.1	zinc_finger_BED_type_containing_8	
Exapal_XM_028661845.1	THAP_domain_containing_6	THAP/
Exapal_XM_028661846.1	5_hydroxytryptamine_receptor_4	7tm_1/
Exapal_XM_028661847.1		
Exapal_XM_028661848.1	purinergic_receptor_P2X_7	
Exapal_XM_028661849.1		Integrase_H2C2/DUF5641/
Exapal_XM_028661850.1	galanin_receptor_2	7tm_1/
Exapal_XM_028661851.1	tripartite_motif_containing_2	zf-RING_UBOX/NHL/
Exapal_XM_028661852.1		
Exapal_XM_028661853.1		PAN_1/Fibrinogen_C/
Exapal_XM_028661854.1		
Exapal_XM_028661855.1		
Exapal_XM_028661856.1		NHL/
Exapal_XM_028661857.1		YqaJ/
Exapal_XM_028661858.1		
Exapal_XM_028661859.1		
Exapal_XM_028661862.1	LIM_domain_only_1	LIM/LIM/
Exapal_XM_028661863.1	somatostatin_receptor_1	7tm_1/
Exapal_XM_028661864.1	LPS_responsive_beige_like_anchor_protein	DUF4704/DUF1088/PH_BEACH/Beach/
Exapal_XM_028661865.1	potassium_voltage_gated_channel_subfamily_H_member_6	
Exapal_XM_028661868.1		
Exapal_XM_028661870.1	kinase_D_interacting_substrate_220	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/KAP_NTPase/
Exapal_XM_028661871.1		
Exapal_XM_028661873.1		Integrase_H2C2/
Exapal_XM_028661874.1	THAP_domain_containing_6	THAP/
Exapal_XM_028661875.1	attractin_like_1	RVT_1/Lectin_C/Laminin_G_3/Lectin_C/
Exapal_XM_028661876.1	fucosyltransferase_8	
Exapal_XM_028661877.1	mannose_receptor_C_type_1	Lectin_C/
Exapal_XM_028661878.1	bolA_family_member_1	BolA/
Exapal_XM_028661879.1		
Exapal_XM_028661880.1		
Exapal_XM_028661881.1	fibrinogen_C_domain_containing_1	Ig_3/Ig_3/Ig_3/Fibrinogen_C/
Exapal_XM_028661882.1	tetratricopeptide_repeat_domain_37	TPR_8/TPR_16/TPR_8/
Exapal_XM_028661883.1	ubiquitin_specific_peptidase_24	
Exapal_XM_028661885.1	SUMO_specific_peptidase_2	Peptidase_C48/
Exapal_XM_028661886.1	diacylglycerol_kinase_zeta	C1_1/DAGK_cat/DAGK_acc/Ank_2/
Exapal_XM_028661887.1	SUMO_specific_peptidase_2	Peptidase_C48/
Exapal_XM_028661888.1	neural_cell_adhesion_molecule_2	I-set/I-set/
Exapal_XM_028661889.1		Gly_rich/
Exapal_XM_028661890.1	neuronal_pentraxin_1	PAN_1/Pentaxin/
Exapal_XM_028661891.1	transmembrane_serine_protease_15	Trypsin/
Exapal_XM_028661892.1	N_acetylated_alpha_linked_acidic_dipeptidase_2	PA/TFR_dimer/
Exapal_XM_028661893.1	N_acetylated_alpha_linked_acidic_dipeptidase_2	PA/
Exapal_XM_028661894.1		Peptidase_A17/Integrase_H2C2/
Exapal_XM_028661895.1		
Exapal_XM_028661896.1	pre_mRNA_processing_factor_8	PRO8NT/
Exapal_XM_028661897.1		
Exapal_XM_028661898.1		CxC1/KDZ/
Exapal_XM_028661899.1		
Exapal_XM_028661900.1	PIF1_5_to_3_DNA_helicase	PIF1/
Exapal_XM_028661901.1	ring_finger_and_FYVE_like_domain_containing_E3_ubiquitin_protein_ligase	MORN/MORN/MORN/MORN/zf-C3HC4_3/
Exapal_XM_028661903.1	ATP_binding_cassette_subfamily_C_member_4	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
Exapal_XM_028661906.1	proprotein_convertase_subtilisin_kexin_type_1	S8_pro-domain/Peptidase_S8/Peptidase_S8/P_proprotein/
Exapal_XM_028661907.1	DAZ_interacting_zinc_finger_protein_3	HEPN_DZIP3/
Exapal_XM_028661909.1		IU_nuc_hydro/
Exapal_XM_028661910.1	BLM_RecQ_like_helicase	DEAD/Helicase_C/RecQ_Zn_bind/RQC/
Exapal_XM_028661911.1	THAP_domain_containing_2	THAP/
Exapal_XM_028661912.1		
Exapal_XM_028661913.1	PIF1_5_to_3_DNA_helicase	PIF1/
Exapal_XM_028661914.1	cancer_susceptibility_1	Casc1_N/
Exapal_XM_028661915.1	zinc_finger_protein_212	zf-C2H2/zf-H2C2_2/
Exapal_XM_028661916.1	zinc_finger_E_box_binding_homeobox_1	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/
Exapal_XM_028661917.1	zinc_finger_protein_569	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/
Exapal_XM_028661918.1		zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-H2C2_2/
Exapal_XM_028661919.1	zinc_finger_protein_217	zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_028661920.1	synaptonemal_complex_protein_3	Cor1/
Exapal_XM_028661921.1	hemicentin_1	Ig_3/Ig_3/Ig_3/Ig_2/SEA/
Exapal_XM_028661927.1		
Exapal_XM_028661928.1		PDGF/
Exapal_XM_028661929.1		
Exapal_XM_028661930.1		zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2/
Exapal_XM_028661931.1	drosha_ribonuclease_III	Ribonucleas_3_3/Ribonuclease_3/dsrm/
Exapal_XM_028661932.1	crumbs_cell_polarity_complex_component_1	Laminin_G_2/EGF/EGF/EGF/hEGF/hEGF/EGF/EGF/EGF/hEGF/EGF_CA/EGF_CA/EGF/EGF_CA/EGF/EGF/EGF/Laminin_G_2/EGF_CA/EGF/hEGF/EGF/EGF_CA/
Exapal_XM_028661934.1		DDE_Tnp_4/
Exapal_XM_028661935.1		
Exapal_XM_028661936.1	NLR_family_pyrin_domain_containing_14	NACHT/LRR_6/LRR_6/LRR_6/LRR_6/
Exapal_XM_028661939.1	LIM_domain_kinase_1	LIM/LIM/PDZ/Pkinase_Tyr/
Exapal_XM_028661940.1	ring_finger_protein_25	RWD/
Exapal_XM_028661941.1	acid_sensing_ion_channel_subunit_1	ASC/ASC/
Exapal_XM_028661942.1	acid_sensing_ion_channel_subunit_family_member_4	ASC/
Exapal_XM_028661944.1		
Exapal_XM_028661946.1		
Exapal_XM_028661947.1	kallikrein_related_peptidase_14	Trypsin/TSP_1/TSP_1/
Exapal_XM_028661948.1		DUF1759/Peptidase_A17/Integrase_H2C2/DUF5641/
Exapal_XM_028661949.1	proprotein_convertase_subtilisin_kexin_type_5	Peptidase_S8/P_proprotein/TSP_1/TSP_1/TSP_1/TSP_1/
Exapal_XM_028661950.1		
Exapal_XM_028661951.1	adhesion_G_protein_coupled_receptor_L3	GPS/7tm_2/
Exapal_XM_028661952.1		
Exapal_XM_028661953.1		
Exapal_XM_028661956.1	adhesion_G_protein_coupled_receptor_D1	7tm_2/
Exapal_XM_028661957.1		
Exapal_XM_028661959.1	mucin_2_oligomeric_mucus_gel_forming	VWD/C8/TIL/VWD/C8/TIL/VWD/C8/
Exapal_XM_028661960.1	citrate_synthase_lysine_methyltransferase	Methyltransf_25/
Exapal_XM_028661963.1	UBX_domain_protein_11	SEP/UBX/
Exapal_XM_028661964.1	collagen_type_XIV_alpha_1_chain	VWA/
Exapal_XM_028661965.1		
Exapal_XM_028661966.1	collagen_type_VI_alpha_3_chain	VWA/VWA/VWA/VWA/VWA/VWA/VWA/VWA/
Exapal_XM_028661967.1	low_density_lipoprotein_receptor_adaptor_protein_1	PID_2/
Exapal_XM_028661968.1		
Exapal_XM_028661969.1	mitogen_activated_protein_kinase_kinase_kinase_13	Pkinase/
Exapal_XM_028661970.1	TNNI3_interacting_kinase	
Exapal_XM_028661971.1	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
Exapal_XM_028661972.1	vacuolar_protein_sorting_13_homolog_C	Chorein_N/VPS13/VPS13_mid_rpt/VPS13_mid_rpt/VPS13_mid_rpt/VPS13_mid_rpt/
Exapal_XM_028661973.1	vacuolar_protein_sorting_13_homolog_A	SHR-BD/
Exapal_XM_028661974.1		PAN_1/
Exapal_XM_028661975.1		
Exapal_XM_028661987.1		
Exapal_XM_028661988.1		
Exapal_XM_028661989.1	ATPase_copper_transporting_alpha	HMA/HMA/HMA/HMA/HMA/HMA/E1-E2_ATPase/Hydrolase/
Exapal_XM_028661990.1		PAN_1/
Exapal_XM_028661991.1		
Exapal_XM_028661992.1	dystrophin	CH/CH/
Exapal_XM_028661994.1	kelch_like_family_member_7	BACK/Kelch_1/
Exapal_XM_028661995.1	neuronal_pentraxin_1	Pentaxin/
Exapal_XM_028661997.1		
Exapal_XM_028661999.1	cholinergic_receptor_nicotinic_alpha_7_subunit	Neur_chan_LBD/Neur_chan_memb/
Exapal_XM_028662000.1	tachykinin_receptor_2	7tm_1/
Exapal_XM_028662001.1		ANF_receptor/
Exapal_XM_028662002.1	contactin_associated_protein_family_member_4	Laminin_G_2/Laminin_G_2/
Exapal_XM_028662005.1	selenoprotein_P	SelP_N/
Exapal_XM_028662007.1		
Exapal_XM_028662008.1		CENP-U/
Exapal_XM_028662009.1	glial_cells_missing_transcription_factor_2	GCM/
Exapal_XM_028662010.1	coagulation_factor_V	F5_F8_type_C/
Exapal_XM_028662011.1	agrin	Kazal_2/F5_F8_type_C/
Exapal_XM_028662012.1	adhesion_G_protein_coupled_receptor_B1	TSP_1/
Exapal_XM_028662014.1	somatostatin_receptor_2	7tm_1/
Exapal_XM_028662015.1	ATP_binding_cassette_subfamily_F_member_1	ABC_tran/ABC_tran/
Exapal_XM_028662016.1		
Exapal_XM_028662017.1		ShK/ShK/
Exapal_XM_028662018.1	GLI_pathogenesis_related_2	CAP/
Exapal_XM_028662019.1	PDZ_domain_containing_8	MMM1/PDZ_6/C2/C1_1/
Exapal_XM_028662020.1		
Exapal_XM_028662021.1	contactin_3	Ig_3/Ig_3/Ig_3/I-set/I-set/fn3/fn3/fn3/
Exapal_XM_028662022.1	adhesion_G_protein_coupled_receptor_D1	7tm_2/
Exapal_XM_028662023.1	zinc_finger_E_box_binding_homeobox_2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_028662025.1		
Exapal_XM_028662028.1	dynein_cytoplasmic_2_heavy_chain_1	
Exapal_XM_028662030.1		
Exapal_XM_028662031.1	von_Willebrand_factor_A_domain_containing_7	
Exapal_XM_028662032.1	beta_1_3_galactosyltransferase_1	Galactosyl_T/
Exapal_XM_028662033.1		
Exapal_XM_028662034.1	guanylate_cyclase_1_soluble_subunit_beta_1	HNOB/HNOBA/Guanylate_cyc/
Exapal_XM_028662037.1	dynein_cytoplasmic_2_heavy_chain_1	DHC_N2/
Exapal_XM_028662039.1	dynein_cytoplasmic_2_heavy_chain_1	DHC_N2/
Exapal_XM_028662040.1		
Exapal_XM_028662041.1	protein_phosphatase_4_regulatory_subunit_1	HEAT/WRNPLPNID/
Exapal_XM_028662042.1	tissue_factor_pathway_inhibitor	Kunitz_BPTI/
Exapal_XM_028662043.1	BLM_RecQ_like_helicase	DEAD/Helicase_C/RecQ_Zn_bind/RQC/
Exapal_XM_028662044.1		YqaJ/
Exapal_XM_028662045.1	acid_sensing_ion_channel_subunit_1	ASC/
Exapal_XM_028662046.1		Collagen/
Exapal_XM_028662047.1		
Exapal_XM_028662048.1		
Exapal_XM_028662049.1		HECT/
Exapal_XM_028662050.1	trafficking_protein_particle_complex_8	TRAPPC-Trs85/
Exapal_XM_028662051.1	transmembrane_protein_151B	TMEM151/TMEM151/
Exapal_XM_028662052.1	carbohydrate_sulfotransferase_4	Sulfotransfer_1/
Exapal_XM_028662053.1		DUF4604/
Exapal_XM_028662054.1		IL17/
Exapal_XM_028662055.1	DAZ_interacting_zinc_finger_protein_3	HEPN_DZIP3/
Exapal_XM_028662056.1	calcium_responsive_transcription_factor	ALS2CR8/MULE/
Exapal_XM_028662060.1		Exo_endo_phos/
Exapal_XM_028662061.1		Tnp_P_element/
Exapal_XM_028662062.1	nucleoporin_98_and_96_precursor	
Exapal_XM_028662063.1	muscle_associated_receptor_tyrosine_kinase	I-set/I-set/Sushi/TLD/
Exapal_XM_028662064.1		
Exapal_XM_028662065.1	theg_spermatid_protein_like	THEG/THEG/THEG/THEG/THEG/THEG/THEG/
Exapal_XM_028662067.1		
Exapal_XM_028662068.1		
Exapal_XM_028662069.1	serine_protease_12	Lectin_C/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/CUB/SRCR/
Exapal_XM_028662070.1	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Exapal_XM_028662071.1	fibrinogen_C_domain_containing_1	Fibrinogen_C/
Exapal_XM_028662072.1	serine_protease_12	Lectin_C/EGF_3/EGF_CA/EGF_CA/SRCR/
Exapal_XM_028662073.1	ubiquitin_like_modifier_activating_enzyme_5	ThiF/
Exapal_XM_028662074.1		
Exapal_XM_028662075.1	signal_peptide_CUB_domain_and_EGF_like_domain_containing_3	EGF_3/EGF_3/EGF_3/
Exapal_XM_028662076.1	SREBF_chaperone	Sterol-sensing/
Exapal_XM_028662077.1	CUB_and_zona_pellucida_like_domains_1	EGF_3/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_CA/
Exapal_XM_028662078.1		
Exapal_XM_028662079.1	discoidin_domain_receptor_tyrosine_kinase_1	F5_F8_type_C/
Exapal_XM_028662080.1	PIF1_5_to_3_DNA_helicase	Helitron_like_N/PIF1/
Exapal_XM_028662081.1	phenylethanolamine_N_methyltransferase	NNMT_PNMT_TEMT/
Exapal_XM_028662082.1	discoidin_domain_receptor_tyrosine_kinase_1	F5_F8_type_C/
Exapal_XM_028662084.1	neural_EGFL_like_1	EGF/EGF_CA/EGF_CA/EGF_CA/TLD/
Exapal_XM_028662085.1	coagulation_factor_V	F5_F8_type_C/
Exapal_XM_028662089.1	ubiquitin_specific_peptidase_19	CS/
Exapal_XM_028662093.1		TIR_2/TIR_2/
Exapal_XM_028662096.1		TIR_2/
Exapal_XM_028662097.1	phospholipase_A2_group_V	Phospholip_A2_1/
Exapal_XM_028662099.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/
Exapal_XM_028662100.1	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/PTP_tm/PTP_tm/
Exapal_XM_028662101.1	FA_complementation_group_A	Fanconi_A_N/
Exapal_XM_028662102.1	golgi_glycoprotein_1	Cys_rich_FGFR/Cys_rich_FGFR/Cys_rich_FGFR/Cys_rich_FGFR/Cys_rich_FGFR/
Exapal_XM_028662103.1		DED/
Exapal_XM_028662104.1	fibroblast_growth_factor_receptor_3	I-set/I-set/Pkinase_Tyr/
Exapal_XM_028662105.1	vacuolar_protein_sorting_4_homolog_A	MIT/
Exapal_XM_028662107.1	ABL_proto_oncogene_1_non_receptor_tyrosine_kinase	SH3_1/SH2/Pkinase_Tyr/
Exapal_XM_028662109.1	somatostatin_receptor_3	7tm_1/
Exapal_XM_028662110.1		Peptidase_A17/
Exapal_XM_028662111.1	PIF1_5_to_3_DNA_helicase	PIF1/Herpes_Helicase/
Exapal_XM_028662112.1	fibroblast_growth_factor_receptor_1	I-set/I-set/I-set/Ig_3/Ig_2/Pkinase_Tyr/
Exapal_XM_028662113.1	tetratricopeptide_repeat_domain_28	TPR_12/TPR_12/TPR_12/TPR_12/CHAT/
Exapal_XM_028662114.1		
Exapal_XM_028662115.1		
Exapal_XM_028662116.1		
Exapal_XM_028662118.1		
Exapal_XM_028662120.1	DAZ_interacting_zinc_finger_protein_3	HEPN_DZIP3/
Exapal_XM_028662121.1		
Exapal_XM_028662123.1	tubulin_alpha_1a	Tubulin/Tubulin/Tubulin_C/
Exapal_XM_028662124.1	potassium_channel_tetramerization_domain_containing_21	BTB_2/TLD/BTB_2/TLD/
Exapal_XM_028662125.1	dynein_cytoplasmic_1_heavy_chain_1	DHC_N1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Exapal_XM_028662126.1	MIER1_transcriptional_regulator	ELM2/
Exapal_XM_028662127.1	LDL_receptor_related_protein_6	Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/
Exapal_XM_028662128.1	prickle_planar_cell_polarity_protein_2	PET/LIM/LIM/LIM/
Exapal_XM_028662129.1	THO_complex_2	THOC2_N/THOC2_N/Thoc2/Tho2/
Exapal_XM_028662130.1	dynein_axonemal_heavy_chain_12	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Exapal_XM_028662133.1		RT_RNaseH_2/Integrase_H2C2/
Exapal_XM_028662134.1		RT_RNaseH/Integrase_H2C2/
Exapal_XM_028662136.1	clustered_mitochondria_homolog	eIF3_p135/TPR_12/
Exapal_XM_028662137.1	clustered_mitochondria_homolog	DUF727/
Exapal_XM_028662138.1		
Exapal_XM_028662139.1	coronin_7	DUF1899/WD40/WD40/DUF1899/WD40/WD40/WD40_4/
Exapal_XM_028662140.1		Ammonium_transp/Ammonium_transp/
Exapal_XM_028662141.1		
Exapal_XM_028662142.1		
Exapal_XM_028662143.1	hemicentin_2	I-set/Ig_3/Ig_3/I-set/I-set/CUB/
Exapal_XM_028662144.1	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_2/
Exapal_XM_028662145.1		
Exapal_XM_028662146.1	pelota_mRNA_surveillance_and_ribosome_rescue_factor	
Exapal_XM_028662147.1		
Exapal_XM_028662148.1		DDE_Tnp_4/
Exapal_XM_028662149.1		
Exapal_XM_028662150.1		
Exapal_XM_028662152.1	attractin_like_1	Lectin_C/
Exapal_XM_028662153.1	ANKHD1_EIF4EBP3_readthrough	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/
Exapal_XM_028662155.1		
Exapal_XM_028662157.1	harbinger_transposase_derived_1	DDE_Tnp_4/
Exapal_XM_028662158.1	beta_1_4_N_acetyl_galactosaminyltransferase_3	CHGN/
Exapal_XM_028662159.1	beta_1_4_N_acetyl_galactosaminyltransferase_3	PA14/
Exapal_XM_028662160.1		
Exapal_XM_028662161.1	adhesion_G_protein_coupled_receptor_E5	7tm_2/
Exapal_XM_028662162.1		Integrase_H2C2/
Exapal_XM_028662163.1		
Exapal_XM_028662164.1	oncoprotein_induced_transcript_3	
Exapal_XM_028662165.1	gypsy_retrotransposon_integrase_1	RVP_2/Integrase_H2C2/Chromo/
Exapal_XM_028662166.1	adhesion_G_protein_coupled_receptor_L1	7tm_2/
Exapal_XM_028662167.1		
Exapal_XM_028662168.1		
Exapal_XM_028662169.1		YqaJ/
Exapal_XM_028662170.1		
Exapal_XM_028662171.1	testis_expressed_11	SPO22/
Exapal_XM_028662172.1	milk_fat_globule_EGF_factor_8_protein	F5_F8_type_C/
Exapal_XM_028662173.1		
Exapal_XM_028662175.1		Exo_endo_phos_2/
Exapal_XM_028662176.1	solute_carrier_family_16_member_10	MFS_1/MFS_1/
Exapal_XM_028662177.1		
Exapal_XM_028662178.1	polypeptide_N_acetylgalactosaminyltransferase_6	Glycos_transf_2/
Exapal_XM_028662180.1		
Exapal_XM_028662181.1		
Exapal_XM_028662182.1		ApoL/ApoL/
Exapal_XM_028662184.1		
Exapal_XM_028662185.1		
Exapal_XM_028662186.1	NIPBL_cohesin_loading_factor	
Exapal_XM_028662187.1		SAP/
Exapal_XM_028662188.1		DUF3987/
Exapal_XM_028662189.1	chromosome_16_open_reading_frame_89	DUF4735/DUF4735/
Exapal_XM_028662190.1	kinectin_1	
Exapal_XM_028662193.1		
Exapal_XM_028662195.1		RVT_1/
Exapal_XM_028662196.1		
Exapal_XM_028662197.1		7tm_1/
Exapal_XM_028662198.1	SLX4_structure_specific_endonuclease_subunit	BTB/Slx4/IQ/IQ/
Exapal_XM_028662199.1	potassium_voltage_gated_channel_subfamily_H_member_7	Ion_trans/cNMP_binding/
Exapal_XM_028662206.1		
Exapal_XM_028662207.1		
Exapal_XM_028662208.1		
Exapal_XM_028662209.1		
Exapal_XM_028662210.1		
Exapal_XM_028662211.1		
Exapal_XM_028662212.1		
Exapal_XM_028662215.1	intelectin_2	Fibrinogen_C/
Exapal_XM_028662222.1	tripartite_motif_containing_45	zf-C3HC4/Filamin/
Exapal_XM_028662223.1	protein_tyrosine_phosphatase_receptor_type_D	F5_F8_type_C/fn3/fn3/fn3/fn3/Y_phosphatase/
Exapal_XM_028662224.1	insulin_like_growth_factor_2_mRNA_binding_protein_3	KH_1/KH_1/KH_1/KH_1/
